texts	labels
list lowest cost flight from dallas to baltimore that serves a meal	atis_flight
what is the least expensive one way fare from boston to san francisco	atis_airfare
what is the most expensive one way fare from boston to atlanta on american airlines	atis_airfare
what is the least expensive flight today from atlanta to san francisco	atis_flight
what is the least expensive business class flight between atlanta and dallas	atis_flight
what is the least expensive flight from atlanta to denver leaving on october twelfth	atis_flight
what is the least expensive flight available from dallas fort worth to san francisco	atis_flight
okay that sounds great let's go from atlanta on april twenty one in the morning to dallas least expensive fare one way	atis_flight
show me the most expensive fare	atis_airfare
what is the least expensive one way fare from boston to pittsburgh	atis_airfare
show me the most expensive one way flight from detroit to westchester county	atis_flight
show me the lowest price from dallas to baltimore	atis_flight
i would like the least expensive airfare flight on sunday to pittsburgh from san francisco	atis_airfare
show me the least expensive flight from miami to new york on a sunday with first class fare	atis_flight
show me a list of ground transportation at boston airport	atis_ground_service
list all the takeoffs and landings at general mitchell airport	atis_flight
what airlines service pittsburgh airport	atis_airline
what ground transportation is available at the atlanta airport	atis_ground_service
list all the takeoffs and landings at general mitchell international	atis_flight
please give ground transportation at denver airport	atis_ground_service
what ground transportation is available at the boston airport	atis_ground_service
what type of ground transportation is there at the las vegas airport	atis_ground_service
list the takeoffs and landings at general mitchell international	atis_flight
please give grounds transportation at dallas airport	atis_ground_service
list all takeoffs and landings at general mitchell international	atis_flight
is there ground transportation from the milwaukee airport to the downtown area	atis_ground_service
does tacoma airport offer transportation from the airport to the downtown area	atis_ground_service
show me the ground transportation in the salt lake city airport	atis_ground_service
is there ground transportation available at the salt lake city airport	atis_ground_service
does the phoenix airport have ground transportation to and from downtown	atis_ground_service
is there ground transportation available at the phoenix airport	atis_ground_service
is there ground transportation available at the indianapolis airport	atis_ground_service
show me the airlines that use love field	atis_airline
what type of ground transportation is available at logan airport	atis_ground_service
what ground transportation is available at denver airport	atis_ground_service
how long does the ground transportation take from the salt lake city airport	atis_ground_service
what type of ground transportation is available at philadelphia airport	atis_ground_service
what ground transportation is available between phoenix airport and downtown phoenix	atis_ground_service
tell me about ground transportation in st. petersburg airport	atis_ground_service
what ground transportation is available between pittsburgh airport and downtown pittsburgh	atis_ground_service
is there ground transportation in st. louis	atis_ground_service
show me ground transportation information for san francisco	atis_ground_service
ground transportation in westchester county	atis_ground_service
what is the ground transportation in san diego	atis_ground_service
show me ground transportation in westchester county	atis_ground_service
is there any ground transportation to the city in dallas	atis_ground_service
show me the ground transportation to westchester county	atis_ground_service
is ground transportation available in st. louis	atis_ground_service
i would like information on ground transportation city of boston between airport and downtown	atis_ground_service
what's the ground transportation in westchester county	atis_ground_service
what ground transportation is available in san francisco	atis_ground_service
ground transportation for las vegas	atis_ground_service
ground transportation in las vegas	atis_ground_service
what is the ground transportation available in fort worth	atis_ground_service
please list ground transport in san francisco	atis_ground_service
ground transportation in san jose	atis_ground_service
i'd like to know the ground travel available in fort worth	atis_ground_service
what kind of ground transportation is available in las vegas	atis_ground_service
in dallas fort worth i would like information on ground transportation	atis_ground_service
show me ground transportation in san francisco	atis_ground_service
show me ground transportation information for dallas fort worth	atis_ground_service
tell me about ground transportation at salt lake city	atis_ground_service
ground transportation for st. paul	atis_ground_service
at the charlotte airport how many different types of aircraft are there for us air	atis_aircraft
show me ground transportation in fort worth	atis_ground_service
what is the ground transportation available in the city of fort worth	atis_ground_service
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning	atis_flight
hi i'm calling from boston i'd like to make a flight to either orlando or los angeles	atis_flight
show me the flights from pittsburgh to san francisco for thursday night or friday	atis_flight
show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm	atis_flight
show me all flights from baltimore or denver or pittsburgh that fly to philadelphia	atis_flight
show me all flights that arrive in philadelphia from baltimore denver or pittsburgh	atis_flight
flights from milwaukee to phoenix on saturday or sunday american airlines	atis_flight
i'd like a one way ticket from milwaukee to orlando either wednesday evening or thursday morning	atis_airfare
i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am	atis_flight
what are the flights from dallas to boston for tomorrow night or evening	atis_flight
which are the flights from denver to baltimore or washington dc	atis_flight
in the next two days i want to fly from nashville to san jose or to tacoma	atis_flight
list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth	atis_flight
show me flights between milwaukee and phoenix on saturday or sunday american airlines	atis_flight
what american airlines flights depart milwaukee for phoenix on saturday or sunday	atis_flight
show me the flights from denver to baltimore or washington dc that arrive before or around noon	atis_flight
show me flights to philadelphia coming from baltimore or denver or pittsburgh	atis_flight
show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm	atis_flight
show me flights from milwaukee to orlando on wednesday night or thursday morning	atis_flight
show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth	atis_flight
give me the flights from milwaukee to phoenix on saturday or sunday on american airlines	atis_flight
show me all the flights to baltimore from denver or philadelphia or pittsburgh	atis_flight
i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible	atis_flight
i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening	atis_flight
i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december	atis_flight
show me flights from milwaukee to orlando on wednesday evening or thursday mornings	atis_flight
show me the flights from boston to pittsburgh on wednesday or thursday	atis_flight
i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday	atis_flight
anything from baltimore or washington with a stopover in denver going to san francisco	atis_flight
get last flight from oakland to salt lake city on wednesday or first flight from oakland to salt lake city on thursday	atis_flight
bring up flights from milwaukee to orlando on wednesday night or thursday morning	atis_flight
what flights depart from charlotte to newark that leave in the afternoon or leave in the evening	atis_flight
i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning	atis_flight
fare code y what does that mean	atis_abbreviation
what does fare code m mean	atis_abbreviation
what's the difference between fare code q and fare code b	atis_abbreviation
what does fare code qo mean	atis_abbreviation
what does m mean	atis_abbreviation
what does code qw mean	atis_abbreviation
what does the fare code f mean	atis_abbreviation
what does fare code f mean	atis_abbreviation
what is fare code f	atis_abbreviation
what are fare codes qw and qx	atis_abbreviation
what is fare code fn	atis_abbreviation
what round trip flights between atlanta and denver qualify for fare code qx	atis_flight
list all united flights from boston to san francisco with fare code qx	atis_flight
what is fare code h	atis_abbreviation
what does fare code q mean	atis_abbreviation
what does code y mean	atis_abbreviation
what is fare class h	atis_abbreviation
what does fare code y mean	atis_abbreviation
what does fare code h mean	atis_abbreviation
what is the meaning of fare code qx and qw	atis_abbreviation
what does fn under fare code mean	atis_abbreviation
what does the fare code qw mean	atis_abbreviation
list flights from orlando to tacoma on saturday of fare basis code of q	atis_flight
what's fare code yn	atis_abbreviation
what does q mean	atis_abbreviation
what does fare code bh mean	atis_abbreviation
what does code y stand for	atis_abbreviation
what does the fare code qx mean	atis_abbreviation
what does the fare code f and fn mean	atis_abbreviation
what is the fare code y and what is the fare code h	atis_abbreviation
what's the difference between fare code q and fare code f	atis_abbreviation
what does yn stand for	atis_abbreviation
please explain fare code f	atis_abbreviation
what is the yn code	atis_abbreviation
what is fare code y mean	atis_abbreviation
what is fare code q	atis_abbreviation
explain the fare code q	atis_abbreviation
what does y mean	atis_abbreviation
what is fare code qo mean	atis_abbreviation
explain fare code qx	atis_abbreviation
describe fare code qx	atis_abbreviation
show me the continental flights with meals which depart seattle on sunday for chicago	atis_flight
i'd like to go from st. paul to kansas city on friday with a meal	atis_flight
give me the saturday morning flights from chicago to st. paul on continental that have meals	atis_flight
i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal	atis_flight
please list all the flights from boston to denver which serve meals	atis_flight
what is the earliest flight from boston to san francisco that serves a meal	atis_flight
show me all flights from pittsburgh to baltimore tomorrow which serve a meal	atis_flight
list flights from st. paul to kansas city friday in the evening with a meal included	atis_flight
what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday	atis_airfare
give me the flights from chicago to seattle saturday morning that have meals	atis_flight
i'm trying to fly from denver to boston and i want a flight that serves a meal	atis_flight
show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are	atis_flight
what flights are there from atlanta to oakland on thursday with in flight meals	atis_flight
does flight ua 270 from denver to philadelphia have a meal	atis_flight
what flights from st. paul to kansas city on friday with a meal	atis_flight
give me the flights from seattle to chicago that have meals on continental saturday morning	atis_flight
list all flights from chicago to seattle on continental airlines which depart on saturday before noon and include a meal	atis_flight
show me the earliest flight on august second from boston to denver that serves a meal	atis_flight
show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon	atis_flight
the earliest flight from boston to san francisco please that will be serving a meal	atis_flight
find the earliest flight from boston to san francisco that serves a meal	atis_flight
please list the flights from st. paul to kansas city on friday night that serve meals	atis_flight
show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon	atis_flight
in flight meal oakland to philadelphia saturday	atis_flight
on the earliest flight from san francisco to atlanta on delta is a meal being served	atis_flight
what continental flights go from chicago to seattle before 10 am in the morning that have a meal	atis_flight
give me the saturday morning flights on continental that have meals from chicago to minneapolis	atis_flight
the latest flight from baltimore to oakland please and i'd like a meal with that	atis_flight
list all tower air flights with meals	atis_flight
what is the earliest flight from boston to oakland that serves a meal	atis_flight
give me flights from seattle to chicago that have meals on continental	atis_flight
find the latest flight from san francisco to atlanta that serves a meal	atis_flight
i want to find the first flight from baltimore to boston that serves a meal	atis_flight
do you have a 747 that flies from san francisco to baltimore	atis_flight
list flights from seattle to salt lake city on delta be1	atis_flight
show me all flights from orlando to san diego on a boeing 737	atis_flight
tell me about the m80 aircraft	atis_aircraft
very well i'm working on scenario three i'm interested in a flight on a 727 from washington dc to atlanta georgia	atis_flight
could you please tell me the first flight leaving baltimore to san francisco on a 747 on august twenty seventh	atis_flight
are there any flights between pittsburgh and baltimore using a j31 aircraft	atis_flight
what is 73s	atis_abbreviation
do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7 pm	atis_flight
what type of plane is an m80	atis_aircraft
i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh	atis_airfare
i am interested in a flight on an aircraft number 727 i would like to go from washington to atlanta	atis_flight
tell me about the type of aircraft called an m80	atis_aircraft
what type of plane is a d9s	atis_aircraft
does delta aircraft fly dc10	atis_aircraft
does any airline offer dc10 service between denver and boston	atis_airline
are there any flights between dallas and phoenix using a dc10 aircraft	atis_flight
before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco	atis_flight
what is the abbreviation d10	atis_abbreviation
show me all flights from san diego to new york using dc10	atis_flight
please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner	atis_flight
list flights from boston to san francisco that serve only breakfast	atis_flight
what is the latest breakfast flight from dallas to tampa	atis_flight
i'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow	atis_flight
could you tell me if delta flight 296 serves breakfast	atis_flight
find the earliest breakfast flight from boston to oakland	atis_flight
i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch	atis_flight
what do you have going from atlanta to philadelphia serving breakfast	atis_flight
what is the earliest flight between pittsburgh and denver that serves breakfast	atis_flight
is breakfast served on flight ua 343 from boston to denver coach class	atis_flight
what is the first flight that travels from atlanta to baltimore that serves lunch	atis_flight
on a breakfast flight from philadelphia to dallas via atlanta	atis_flight
does american airlines flight from long beach to st. louis stopping in dallas serve lunch	atis_flight
can you show me evening flights from nashville to houston that serve dinner	atis_flight
i'm interested in flying from atlanta to boston i'd like to fly during breakfast	atis_flight
show me the earliest flight from san jose to pittsburgh that serves a snack	atis_flight
what is the latest flight from baltimore to oakland that serves dinner	atis_flight
find the earliest flight from boston to oakland that serves breakfast	atis_flight
show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast	atis_flight
find a flight from memphis to tacoma dinner	atis_flight
i'd like a nonstop flight from indianapolis to san diego that serves dinner what's available	atis_flight
what is the earliest breakfast flight from philadelphia to fort worth	atis_flight
what flights from pittsburgh to atlanta on wednesday morning serves breakfast	atis_flight
i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight	atis_flight
what are the dinner flights from indianapolis to san diego on wednesday may twelfth	atis_flight
what flights from st. paul to kansas city on friday with breakfast served	atis_flight
what flights from st. paul to kansas city on friday with lunch served	atis_flight
what flights are there from nashville to houston tomorrow evening that serve dinner	atis_flight
show me all all flights from pittsburgh to atlanta on wednesday which leave before noon and serve breakfast	atis_flight
please list the earliest lunch flight from columbus to phoenix	atis_flight
i need an early flight from denver to san francisco please and i would like breakfast served on that	atis_flight
show me the latest dinner flight from baltimore to oakland	atis_flight
does this flight serve dinner	atis_flight
i need the earliest flight from denver to boston that serves dinner	atis_flight
what is the first flight from atlanta to baltimore that serves lunch	atis_flight
please give me the flights from nashville to houston nonstop with dinner served	atis_flight
show me all flights from denver to pittsburgh which serve dinner	atis_flight
what flights from st. paul to kansas city on friday with supper served	atis_flight
i'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what's available	atis_flight
what is the earliest flight from washington to san francisco on friday that serves breakfast	atis_flight
show me the dinner flights from baltimore to oakland	atis_flight
i want to fly from boston at 838 am and arrive in denver at 1110 in the morning	atis_flight
now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning	atis_flight
last nonstop flight from los angeles to pittsburgh on monday night	atis_flight
which flights leave chicago on april twelfth and arrive in indianapolis in the morning	atis_flight
i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning	atis_flight
i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights	atis_flight
i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening	atis_flight
show me all flights from kansas city to chicago on june sixteenth arriving around 7 o'clock in the evening	atis_flight
show me the flights from boston to san francisco that arrive in the afternoon	atis_flight
i'd like to find a nonstop flight from boston to atlanta that leaves sometime in the afternoon and arrives in atlanta before evening	atis_flight
i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you	atis_flight
i want to leave boston at 838 and arrive in denver at 1110 in the morning	atis_flight
now i need flight information leaving atlanta and arriving in baltimore in the afternoon	atis_flight
show me all the flights that arrive in baltimore in the evening	atis_flight
i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon	atis_flight
please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon	atis_flight
can i get from dallas to san francisco leaving in the morning and arriving in the morning	atis_flight
which nonstop flight from atlanta to oakland leaves in the afternoon and arrives at 5 pm	atis_flight
list all flights arriving in pittsburgh monday evening from san francisco that first class	atis_flight
what flights from denver to pittsburgh arrive before 8 in the morning	atis_flight
i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon	atis_flight
show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver	atis_flight
i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you	atis_flight
i need a flight from indianapolis to toronto reaching toronto on thursday morning	atis_flight
i want a nonstop flight from indianapolis to toronto that leaves thursday morning	atis_flight
please show me united nonstop flights between boston and san francisco departing around 5 in the evening	atis_flight
list nonstop flights from san francisco to oakland that depart in the afternoon	atis_flight
i'd like to find a us air flight from orlando to cleveland that arrives around 10 o'clock in the evening	atis_flight
show me flights going from boston to denver arriving on wednesday morning	atis_flight
which flights depart from tampa and arrive in cincinnati in the evening	atis_flight
is there a flight in the afternoon from philadelphia that arrives in the evening in denver	atis_flight
could you tell me about flights from philadelphia to dallas that arrives in the early afternoon	atis_flight
show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening	atis_flight
philadelphia to dallas arriving before 1 in the afternoon	atis_flight
i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning	atis_flight
which flights leave on monday from montreal and arrive in chicago in the morning	atis_flight
which flights arrive in burbank from kansas city on saturdays in the afternoon	atis_flight
list the airlines that have nonstop afternoon flights from boston to oakland	atis_airline
i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm	atis_flight
list nonstop flights from houston to dallas which arrive before midnight	atis_flight
find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm	atis_flight
is there an airline that services boston dc and dallas	atis_airline
flight from washington dc to salt lake city	atis_flight
list fares from washington dc to toronto that should be good	atis_airfare
please show me the flights from washington dc to san francisco california	atis_flight
what airlines fly between washington dc and columbus ohio	atis_airline
list fares from washington dc to montreal	atis_airfare
list flights from washington dc to pittsburgh leaving after 1800	atis_flight
flights from washington dc to denver	atis_flight
i would like to travel from washington dc to pittsburgh on august twentieth	atis_flight
all flights from washington dc to san francisco on november twelfth	atis_flight
show me the flights from washington dc to san francisco with a stopover in denver	atis_flight
what flights are there between washington dc and san francisco after 6 pm on wednesday	atis_flight
how about from dc to oakland on wednesday morning	atis_flight
i would like to fly united airlines from washington dc to denver colorado	atis_flight
flights from dc to denver	atis_flight
what flights are there between washington dc and columbus ohio	atis_flight
what flights leave washington dc and arrive in san francisco on wednesday	atis_flight
show me flights from washington dc to san francisco with a stopover in denver	atis_flight
i would like to book on delta airlines their earliest possible flight from washington dc to san francisco	atis_flight
list flights from washington dc to toronto	atis_flight
list flights from washington dc to philadelphia saturday pm	atis_flight
list fares from washington dc to boston	atis_airfare
list flights from washington dc to montreal	atis_flight
i want to travel from washington dc to philadelphia on tuesday morning	atis_flight
find a flight from washington dc to san francisco on tuesday	atis_flight
what are the flights between washington dc and columbus ohio	atis_flight
can i get a flight on tuesday night from washington dc to oakland	atis_flight
what is the lowest fare for a flight from washington dc to boston	atis_airfare
i would like to fly to san francisco from washington dc	atis_flight
show me all overnight flights from washington dc to san francisco and list their fares	atis_flight
flight from dc to salt lake city	atis_flight
does us air fly from dc to dallas	atis_flight
i would like information on flights leaving from washington dc to denver	atis_flight
does us air fly from washington dc to denver	atis_flight
i want to fly from washington dc to phoenix arizona	atis_flight
what are the lowest fares from washington dc to salt lake city	atis_airfare
i'd like to find the cheapest flight from washington dc to atlanta	atis_flight
looking for a flight from dc to denver colorado	atis_flight
what flights are there between washington dc and san francisco leaving washington after 6 pm on wednesday	atis_flight
looking for a flight from dc to minnesota	atis_flight
what is the latest flight from washington dc to denver	atis_flight
from washington dc to philadelphia departing in the afternoon	atis_flight
how many northwest flights leave washington dc	atis_flight
is there a flight between washington dc and san francisco on us air at 8 am	atis_flight
earliest flight on american airlines from washington dc to san francisco	atis_flight
what flights from washington dc to toronto	atis_flight
i'd like to take a flight from washington dc stop in denver and with my final destination as san francisco	atis_flight
list all flights from washington dc to tampa florida	atis_flight
what is the lowest fare from washington dc to montreal	atis_airfare
i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that	atis_flight
i'd like to travel from boston to baltimore on us air 269 please tell me the times	atis_flight
show me prices and times for first class travel from baltimore to dallas next summer	atis_airfare
i would like to fly from boston to baltimore what time are the flights in the afternoon	atis_flight
what is the schedule of ground transportation from the airport in philadelphia into downtown	atis_ground_service
how much does flight ua 297 from denver to san francisco cost	atis_airfare
what aircraft is used on delta flight 1222 from kansas city to salt lake city	atis_aircraft
what kind of airline is flight ua 281 from boston to denver	atis_airline
does flight ua 281 from boston to denver leave on tuesday	atis_flight
show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405	atis_flight
please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver	atis_airfare
what type of aircraft is used on american airline flight 315	atis_aircraft
what is the fare from boston to san francisco on united airlines flight 21	atis_airfare
show me delta flight 486	atis_flight
on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555	atis_flight
show me flight us 1207 from indianapolis to charlotte on monday and flight us 1500 from charlotte to minneapolis on monday and flight twa 639 from minneapolis to indianapolis	atis_flight
show me the fare for delta flight 296 from atlanta to philadelphia	atis_airfare
on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon	atis_flight
what's the fare for delta flight 217 from dallas to san francisco	atis_airfare
how much does the american airlines flight 71 from dallas to san francisco cost	atis_airfare
what is the cost of flight dl 106 from philadelphia to boston	atis_airfare
is the american flight 813 from boston to oakland a nonstop flight	atis_flight
what is the fare from san francisco to dallas fort worth on delta flight 852	atis_airfare
tell me about twa flight 539	atis_flight
show me flight us 1500 on monday from charlotte to minneapolis please	atis_flight
us 3724 baltimore to philadelphia what is the fare	atis_airfare
what is the fare on continental 271 from dallas to san francisco	atis_airfare
what is the cheapest round trip fare on continental 1291 round trip denver san francisco	atis_airfare
i would like the fare on the us air 1039 from denver to pittsburgh on april twenty	atis_airfare
what is the round trip fare on continental 1291 from denver to san francisco and return	atis_airfare
what kind of airplane is flight ua 270 from denver to philadelphia	atis_aircraft
american flight 4400 from cincinnati to houston	atis_flight
show me the fare for us flight 3357 from philadelphia to baltimore	atis_airfare
please show me airfare of flight us 345 from boston to pittsburgh	atis_airfare
can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555	atis_aircraft
us 771 pittsburgh to philadelphia what is the fare	atis_airfare
eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight	atis_flight
us 201	atis_flight
what aircraft is co 1209	atis_aircraft
dl 296 denver to philadelphia what is the fare	atis_airfare
show me the price of flight ea 212 from atlanta to washington	atis_airfare
what are the fares from dallas to san francisco on flight dl 217	atis_airfare
us 3724 baltimore to philadelphia what is the round trip fare	atis_airfare
what stops does dl 838 make from san francisco to atlanta	atis_flight
on may four atlanta to denver delta flight 257	atis_flight
what is the round trip fare on continental 1291 from dallas to san francisco and return	atis_airfare
where does flight ua 281 from boston to oakland stop	atis_flight
show me northwest flight 608 from kansas city to st. paul	atis_flight
how much does dl 746 cost	atis_airfare
can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city	atis_aircraft
how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311	atis_airfare
flight 417 from cincinnati to dallas	atis_flight
how much does flight ua 270 from denver to philadelphia cost	atis_airfare
what does it cost to fly from boston to san francisco on united airlines flight 21	atis_airfare
what types of aircraft does delta fly	atis_aircraft
what types of aircraft can i get a first class ticket from philadelphia to dallas	atis_aircraft
leaving denver flying to san francisco before 10 am what type of aircraft is used	atis_aircraft
what type of aircraft leaving philadelphia to dallas	atis_aircraft
show me the type of aircraft that canadian airlines uses	atis_aircraft
what planes does united use	atis_aircraft
list types of aircraft that connect boston and san francisco	atis_aircraft
well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning	atis_aircraft
what type of aircraft leaves from boston to washington dc at 9 am	atis_aircraft
okay i would like to know the type of aircraft used on a flight from cleveland to dallas please	atis_aircraft
what type of aircraft does eastern fly from atlanta to denver before 6 pm	atis_aircraft
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas	atis_aircraft
show me the aircraft that canadian airlines uses	atis_aircraft
list types of aircraft that fly between boston and san francisco	atis_aircraft
what kind of plane flies from boston to pittsburgh after noon	atis_aircraft
what kind of airplane goes from boston to san francisco before noon	atis_aircraft
please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon	atis_aircraft
what kind of airplanes are used by delta airlines flying between washington and denver	atis_aircraft
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover	atis_aircraft
what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon	atis_aircraft
please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon	atis_aircraft
what kinds of planes are used by american airlines	atis_aircraft
what type of aircraft are used on flights from cleveland to dallas that leave before noon	atis_aircraft
i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on	atis_aircraft
i need to find a plane from boston to san francisco on friday	atis_aircraft
display types of aircraft departing from cleveland to dallas before noon	atis_aircraft
what kind of aircraft does delta use before 8 am on august second from boston to denver	atis_aircraft
what kind of aircraft do you have flying from boston to san francisco on august twenty seventh	atis_aircraft
what kind of aircraft is used on a flight from cleveland to dallas	atis_aircraft
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon	atis_aircraft
list types of planes that fly between pittsburgh and baltimore	atis_aircraft
i want to go and take a plane in atlanta and fly to boston	atis_aircraft
what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight	atis_aircraft
what type of aircraft flies from pittsburgh to baltimore	atis_aircraft
what type of aircraft is used for the american flight leaving at 419 pm	atis_aircraft
what type of aircraft leaving after 2 pm from boston to oakland	atis_aircraft
is there a plane from boston to washington	atis_aircraft
show me all the types of aircraft	atis_aircraft
all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning	atis_aircraft
i'd like to know what type of plane flies from boston to dallas fort worth after 530	atis_aircraft
kindly give me the type of aircraft used to fly from atlanta to denver	atis_aircraft
i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore	atis_aircraft
i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston	atis_aircraft
what type of aircraft is used on the first flight from philadelphia to dallas in the morning	atis_aircraft
what type of aircraft leaves from boston to washington dc before 9 am	atis_aircraft
what kind of plane is used on the earliest flight from boston to san francisco afternoon	atis_aircraft
what type of aircraft is used flying from atlanta to denver before 12 noon	atis_aircraft
list aircraft types that fly between boston and san francisco	atis_aircraft
what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas	atis_aircraft
tell me about ground transportation between orlando international and orlando	atis_ground_service
what is the ground transportation from philadelphia airport to the city proper	atis_ground_service
list all the flights that fly into general mitchell international	atis_flight
show me the airlines for flights to or from love field	atis_airline
tell me about ground transportation between the dallas fort worth airport and downtown dallas	atis_ground_service
how can i go from the san francisco airport to downtown san francisco	atis_flight
show me the flights from love field to other airports	atis_flight
is there ground transportation from the atlanta airport to downtown atlanta	atis_ground_service
list flights from la guardia to burbank	atis_flight
list the flights that arrive and depart from general mitchell international airport	atis_flight
is there ground transportation from the dallas airport to downtown dallas	atis_ground_service
is there transportation from the atlanta airport to downtown atlanta	atis_ground_service
show me the flights from love field to all other airports	atis_flight
show me the flights out of love field	atis_flight
how do i get downtown from the toronto airport	atis_ground_service
could you tell me if there is ground transportation between the boston airport and boston downtown	atis_ground_service
what ground transportation is available from the pittsburgh airport to the town	atis_ground_service
do you have the fare for traveling from oakland airport to oakland downtown	atis_airfare
what are the flights from la guardia to san jose on united	atis_flight
what flights leave la guardia for san jose and arrive 10 pm	atis_flight
what flights takeoff and land at general mitchell international	atis_flight
and how much does it cost to travel from boston airport to downtown	atis_airfare
how do i get from pittsburgh airport to downtown pittsburgh	atis_flight
show me the first class and coach flights from kennedy airport to miami	atis_flight
show me the flights from love field to any other airport	atis_flight
is there ground transportation from the pittsburgh airport to downtown pittsburgh	atis_ground_service
how do you travel from san francisco airport to downtown san francisco	atis_flight
i need a flight on united airlines from la guardia to san jose	atis_flight
what ground transportation is available from the pittsburgh airport	atis_ground_service
show me the flights from love field	atis_flight
is there ground transportation from atlanta airport to downtown atlanta	atis_ground_service
please give me ground transportation information between dallas fort worth airport and downtown dallas	atis_ground_service
i need to get downtown from the denver airport	atis_ground_service
list all the arriving flights at general mitchell international	atis_flight
list all flights departing from general mitchell	atis_flight
what transportation is available from the dallas airport to downtown	atis_ground_service
is there ground transportation from san diego airport to the downtown area	atis_ground_service
show me the flights leaving from love field	atis_flight
list all the flights that depart from general mitchell international	atis_flight
is there ground transportation in dallas from the dallas airport to downtown dallas	atis_ground_service
how can i get from the denver airport to downtown	atis_flight
what is the ground transportation from boston airport to boston downtown	atis_ground_service
list all flights arriving and departing at general mitchell international	atis_flight
show me the last flight from love field	atis_flight
list all the flights that takeoff from general mitchell international	atis_flight
show me the flights to and from love field	atis_flight
