	texts	labels
767	繳信用卡最低應繳	113_2
768	本期想繳最低應繳	113_2
769	本期最低應繳多少	113_2
770	本期信用卡帳單最低應繳	113_2
771	信用卡最低應繳多少錢	113_2
772	未繳信用卡帳單最低應繳	113_2
773	未繳信用卡最低應繳多少錢	113_2
774	本期帳單最低應繳是多少	113_2
775	本期帳單最低應繳的金額	113_2
776	這期帳單最低應繳金額	113_2
777	應繳的最低金額	113_2
778	至少需要繳的信用卡金額	113_2
779	這個月最少需要繳多少卡費	113_2
780	這個月帳單的最低金額	113_2
781	本月最低的繳款金額	113_2
782	請問這個月應繳的最低金額	113_2
783	請問這個月至少要繳多少	113_2
784	請問這個月至少要繳多少金額	113_2
785	想確認這個月至少要繳的最低金額	113_2
786	怎麼確認最少的應繳金額	113_2
787	怎麼查詢信用卡帳單最低應繳	113_2
788	未繳的最低金額至少要繳多少	113_2
789	本期帳單至少要繳多少	113_2
790	這期帳單最少要繳多少	113_2
791	請問這個月最少要繳多少	113_2
792	本期信用卡帳單最少要繳多少	113_2
793	這個月帳單至少要繳多少	113_2
794	請問這個月應繳金額最少多少	113_2
795	信用卡帳單何時到期	113_3
796	不知道帳單過期了沒	113_3
797	不知道信用卡繳費期限	113_3
798	想確認信用卡最晚何時要繳款	113_3
799	想確認信用卡帳單最晚何時要繳款	113_3
800	信用卡帳單超過幾號繳款就算過期	113_3
801	我信用卡帳單繳費期限到期了嗎	113_3
802	我信用卡帳單到期了嗎	113_3
803	信用卡繳款帳單繳費期限	113_3
804	我忘記信用卡繳費期限了	113_3
805	信用卡帳單什麼時候繳錢	113_3
806	信用卡繳款日期是幾號	113_3
807	信用卡帳單幾號要繳卡款	113_3
808	信用卡繳款期限什麼時候	113_3
809	這期帳單要不要繳	113_3
810	信用卡繳款截日是幾號	113_3
811	信用卡帳單已經超過繳款期了嗎	113_3
812	沒收到信用卡帳單何時繳款	113_3
813	信用卡帳單過期了嗎	113_3
814	信用卡帳單什麼寄過來繳款	113_3
815	信用卡帳單什麼要繳	113_3
816	信用卡帳單寄出了嗎	113_3
817	忘記繳款信用卡帳單期限到幾號	113_3
818	帳單繳費期間	113_3
819	信用卡繳費期間	113_3
820	帳單何時到期	113_3
821	本期帳單期限	113_3
822	帳單繳費期限	113_3
823	卡費期限	113_3
824	查詢信用卡繳費期限	113_3
825	查詢信用卡帳單期限	113_3
826	卡費繳納時間	113_3
827	卡費最晚期限	113_3
828	信用卡最晚繳費期限	113_3
829	信用卡繳款時間	113_3
830	信用卡繳費時間	113_3
831	帳單何時過期	113_3
832	帳單過期時間	113_3
833	我的帳單幾號截止	113_3
834	我的帳單截止日幾號	113_3
835	帳單幾號截止	113_3
836	信用卡帳單截止日期	113_3
837	信用卡繳款截止日	113_3
838	信用卡帳單幾號截止	113_3
839	信用卡帳單截止時間	113_3
840	信用卡帳單過期時間	113_3
841	信用卡最後一天什麼時候	113_3
842	查詢可用額度	1121
843	想知道信用卡額度 	1121
844	額度剩多少可以用	1121
845	還可以刷多少	1121
846	信用卡可用額度查詢	1121
847	還有多少額度可以用	1121
848	卡片總額度多少	1121
849	信用卡還有多少額度可以用	1121
850	信用卡額度還多少	1121
851	卡額度爆了嗎	1121
852	可以查詢使用額度	1121
853	信用卡可以消費多少	1121
854	信用卡可用餘額多少	1121
855	信用卡可用額度查詢方式	1121
856	目前信用卡額度	1121
857	信用卡使用餘款	1121
858	信用卡使用額度查詢	1121
859	信用卡可以使用額度	1121
860	信用卡可用餘額查詢方法	1121
861	信用卡是否沒有額度	1121
862	信用卡消費額度	1121
863	信用卡款上有額度	1121
864	信用卡還有多少可用	1121
865	信用卡額度可用餘額	1121
866	信用卡額度疑問	1121
867	怎麼查詢信用卡可用餘額	1121
868	查詢信用卡可用餘額方法	1121
869	查詢消費限額	1121
870	查詢信用卡額度	1121
871	要信用卡可用餘額	1121
872	請告訴我本人的信用卡消費額度剩餘多少	1121
873	請問我目前額度還可以刷多少錢	1121
874	請確認最新信用卡額度	1121
875	還有多少可以消費	1121
876	還有沒有額度可以消費	1121
877	還有額度可以使用	1121
878	還有額度可以消費嗎	1121
879	額度可用餘額	1121
880	額度可用餘額查詢	1121
881	額度還有多少	1121
882	我還能刷多少	1121
883	我信用卡額度還有多少	1121
884	我額度還有多少可以刷	1121
885	我刷卡額度還有多少	1121
886	現在額度有多少	1121
887	現在額度還能刷多少	1121
888	現在可刷卡多少錢	1121
889	現在能還刷多少錢	1121
890	現在還能刷多少額度	1121
891	刷卡額度還有多少	1121
892	信用卡還有多少額度	1121
893	申請信用卡調額	1122
894	信用卡額度調高	1122
895	調高信用卡額度	1122
896	想把信用卡額度調高一點	1122
897	信用卡額度太少了怎麼辦	1122
898	怎麼調高信用卡額度	1122
899	信用卡額度不夠怎麼申請	1122
900	信用卡額度要怎麼調整	1122
901	信用卡額度刷滿了	1122
902	沒有信用卡額度可以用了	1122
903	e指信用卡額度調整	1122
904	什麼申請信用卡額度調整	1122
905	公司信用卡額度調整	1122
906	升等信用卡額度消費保費	1122
907	本期信用卡額度調整	1122
908	申請永額	1122
909	申請信用卡增額	1122
910	申請臨額	1122
911	申請信用卡額度提升是否成功	1122
912	申請信用卡額度進度	1122
913	保費達信用卡額度怎麼申請	1122
914	信用卡消費爆	1122
915	信用卡額度網路申請	1122
916	信用卡額度調整方法	1122
917	信用卡額度調整進度查詢	1122
918	信用卡繳稅信用卡額度不夠	1122
919	信用信用卡額度調整	1122
920	查詢信用卡額度調整申請	1122
921	要增信用卡額度	1122
922	信用卡額度要臨時增額	1122
923	剛核卡想升信用卡額度	1122
924	提升卡額	1122
925	提高臨時信用卡額度	1122
926	超額授權	1122
927	綜所稅信用卡額度不夠	1122
928	信用卡增額	1122
929	彈性提高可用餘額事宜	1122
930	調整臨額	1122
931	調整信用卡額度	1122
932	調信用卡額度	1122
933	請幫我提高信用卡額度	1122
934	聯徵申請增額進度	1122
935	臨時申請信用卡額度	1122
936	臨時提款額	1122
937	臨時信用卡額度申請	1122
938	臨額	1122
939	歸帳戶信用卡額度已經達	1122
940	信用卡額度不夠	1122
941	信用卡額度不夠怎麼解決	1122
942	信用卡額度太低	1122
943	信用卡額度審核時間	1122
944	信用卡額度調整	1122
945	信用卡額度調整申請進度	1122
946	信用卡額度調整查詢	1122
947	信用卡額度調整繳款綜所稅	1122
948	信用卡額度變更	1122
949	卡片額度不夠	1122
950	卡片額度調整	1122
951	提高卡片額度	1122
952	信用卡額度臨時調整	1122
953	增加信用卡每月可刷費用	1122
954	提高每月可刷卡金額	1122
955	申請額度調整	1122
956	可以臨時調高額度嗎	1122
957	如何申請臨時調高額度	1122
958	補寄信用卡實體紙本對帳單	118
959	信用卡紙本帳對帳單補寄	118
960	信用卡實體帳單要如何補發	118
961	我信用卡帳單不見了怎麼補	118
962	補一張信用卡帳單給我	118
963	我要申請信用卡帳單補發	118
964	信用卡帳單遺失了可以再寄一張給我嗎	118
965	要怎麼補信用卡紙本帳單	118
966	信用卡帳單補寄	118
967	上期沒有收信用卡款可以補發	118
968	信用卡本期紙本明細補發	118
969	信用卡本期紙本帳單遺失	118
970	申請重發信用卡紙本帳單	118
971	申請信用卡紙本帳單	118
972	沒收信用卡紙本帳單	118
973	沒有收到信用卡帳單可以補發嗎	118
974	沒有收到信用卡帳單，要補發索取	118
975	沒有收到信用卡單子	118
976	沒有收最新一期信用卡紙本帳單	118
977	沒有收信用卡繳款紙本帳單	118
978	沒有收信用卡繳款紙本帳單通知	118
979	沒有信用卡紙本帳單不能繳款	118
980	信用卡紙本帳單未收到	118
981	信用卡紙本帳單為什麼沒有寄送	118
982	信用卡紙本帳單沒有收怎麼申請補發	118
983	信用卡紙本帳單沒有寄信	118
984	信用卡紙本帳單尚未收可以補發帳單	118
985	信用卡紙本帳單哪裡補發	118
986	信用卡紙本帳單遺失	118
987	信用卡繳款怎麼沒有單子	118
988	信箱近期未收到信用卡紙本帳單	118
989	客戶沒有收信用卡紙本帳單	118
990	怎麼補發信用卡紙本帳單	118
991	要信用卡實體帳單	118
992	重新寄送信用卡紙本帳單	118
993	索取上期信用卡紙本帳單	118
994	寄送實體信用卡紙本帳單	118
995	寄送信用卡繳款紙本帳單	118
996	信用卡紙本帳單沒有收到	118
997	信用卡紙本帳單寄送索取	118
998	補寄上上期信用卡紙本帳單	118
999	信用卡紙本帳單補寄	118
1000	信用卡紙本帳單要補寄	118
1001	信用卡帳單幫我寄到我的地址	118
1002	信用卡帳單沒收到要補寄一份紙本帳單	118
1003	我信用卡紙本帳單要補寄	118
1004	補寄信用卡電子對帳單	114_1
1005	我信用卡電子帳單不小心刪除了怎麼辦	114_1
1006	可以重新寄一份信用卡電子帳單給我嗎	114_1
1007	不小心刪除了EMAIL帳單可以補寄嗎	114_1
1008	電子EMAIL帳單不見了	114_1
1009	信用卡電子帳單不見了	114_1
1010	可以用EMAIL補寄信用卡電子帳單給我嗎	114_1
1011	補信用卡電子郵件帳單	114_1
1012	mail信用卡帳單	114_1
1013	信用卡本期寄送電子帳單	114_1
1014	信用卡電子帳單查詢	114_1
1015	信用卡電子帳單傳送	114_1
1016	怎麼沒有本期電子帳單	114_1
1017	怎麼補發信用卡電子帳單	114_1
1018	重送電子信用卡款	114_1
1019	信用卡重新寄送到電子信箱	114_1
1020	電子郵件沒有收信用卡帳單	114_1
1021	補發電子信箱信用卡帳單	114_1
1022	補發信用卡EMAIL電子帳單	114_1
1023	信用卡電子帳單尚未收怎麼申請	114_1
1024	請問要怎樣申請六個月前電子對帳單	114_1
1025	請傳11月的e帳單連結給我，謝謝	114_1
1026	幫重新寄送電子帳單	114_1
1027	贈送電子信用卡款	114_1
1028	補發3月份信用卡電子帳單	114_1
1029	電子信箱本期帳單	114_1
1030	電子信箱沒有收	114_1
1031	電子信箱帳單沒有收怎麼申請	114_1
1032	電子帳單收不到	114_1
1033	電子帳單沒收	114_1
1034	電子帳單沒有收疑問	114_1
1035	電子帳單怎麼沒有查詢	114_1
1036	電子帳單常漏寄送	114_1
1037	電子帳單排障	114_1
1038	網路銀行補寄帳單	114_1
1039	網路銀行補發電子帳單	114_1
1040	傳送帳單到email	114_1
1041	帳單改寄電子信箱	114_1
1042	傳帳單傳到電子郵件	114_1
1043	本期電子帳單寄送	114_1
1044	本期電子帳單補寄	114_1
1045	補寄信用卡簡訊對帳單	114_2
1046	我信用卡簡訊帳單不小心刪除了怎麼辦	114_2
1047	可以重新寄一份信用卡簡訊帳單給我嗎	114_2
1048	不小心刪除了簡訊帳單可以補寄嗎	114_2
1049	簡訊行動帳單不見了	114_2
1050	信用卡簡訊帳單不見了	114_2
1051	補信用卡簡訊郵件帳單	114_2
1052	補寄信用卡行動對帳單	114_2
1053	我信用卡行動帳單不小心刪除了怎麼辦	114_2
1054	可以重新寄一份信用卡行動帳單給我嗎	114_2
1055	不小心刪除了行動帳單可以補寄嗎	114_2
1056	行動行動帳單不見了	114_2
1057	信用卡行動帳單不見了	114_2
1058	補信用卡行動帳單	114_2
1059	本期寄送行動帳單	114_2
1060	行動帳單尚未收怎麼申請	114_2
1061	信用卡行動帳單查詢	114_2
1062	信用卡行動帳單傳送	114_2
1063	怎麼沒有本期行動帳單	114_2
1064	怎麼補發信用卡行動帳單	114_2
1065	重送行動信用卡款	114_2
1066	重新寄送行動帳單	114_2
1067	補發行動帳單	114_2
1068	補發行動帳單信用卡款	114_2
1069	補發消費簡訊電話帳單	114_2
1070	網路補發信用卡簡訊帳單	114_2
1071	幫重新寄送行動帳單	114_2
1072	贈送行動信用卡款	114_2
1073	麻煩重新寄送行動帳單	114_2
1074	信用卡帳單發簡訊給我	114_2
1075	信用卡帳單傳手機給我	114_2
1076	簡訊沒收到信用卡帳單	114_2
1077	信用卡帳單手機沒收到	114_2
1078	簡訊帳單不小心刪掉	114_2
1079	手機帳單這個月沒收到	114_2
1080	簡訊帳單沒收到	114_2
1081	簡訊帳單再幫我補寄	114_2
1082	簡訊帳單遺失幫我補發	114_2
1083	手機沒收到信用卡帳單	114_2
1084	這個月手機帳單有寄送嗎	114_2
1085	未收到簡訊帳單	114_2
1086	可以補寄一份行動帳單嗎	114_2
1087	我不小心將簡訊帳單刪除了	114_2
1088	要求補發簡訊帳單	114_2
1089	本期簡訊帳單補發	114_2
1090	我要補寄簡訊帳單	114_2
1091	我帳單要補寄簡訊	114_2
1092	我的帳單是簡訊的要補寄	114_2
1093	我要補寄信用卡簡訊帳單	114_2
1094	我要補發簡訊帳單	114_2
1095	我帳單要補發簡訊	114_2
1096	我的帳單要補發簡訊	114_2
1097	傳真信用卡帳單給我	117
1098	給我傳真信用卡帳單過來	117
1099	信用卡帳單傳真	117
1100	信用卡帳單可以用傳真的方式給我嗎	117
1101	傳真信用卡帳單可以嗎	117
1102	要怎麼申請傳真信用卡帳單	117
1103	申請傳真信用卡帳單要如何操作	117
1104	信用卡帳單想用傳真	117
1105	我可以收傳真請傳信用卡帳單給我	117
1106	傳真這個月信用卡帳單給我	117
1107	帳單可以傳真嗎	117
1108	我想要傳真信用卡帳單	117
1109	我要傳真信用卡帳單	117
1110	帳單用傳真方式	117
1111	帳單能用傳真嗎	117
1112	如何傳真帳單	117
1113	申請傳真帳單	117
1114	申請傳真帳單流程	117
1115	如何申請傳真帳單	117
1116	傳真上期信用卡帳單	117
1117	傳真信用卡過來	117
1118	信用卡帳單傳真補發	117
1119	申請傳真信用卡帳單	117
1120	申請傳真信用卡對帳單	117
1121	傳真信用卡對帳單	117
1122	傳真信用卡對帳單給我	117
1123	麻煩傳送信用卡對帳單	117
1124	麻煩傳真信用卡對帳單給我	117
1125	如何申請傳真信用卡對帳單	117
1126	傳真上期信用卡對帳單	117
1127	傳真本期信用卡帳單	117
1128	傳真本期信用卡對帳單	117
1129	如何傳真信用卡對帳單	117
1130	麻煩傳真上期信用卡帳單	117
1131	麻煩傳真本期信用卡帳單	117
1132	麻煩傳真上期信用卡對帳單過來	117
1133	麻煩傳真本期信用卡對帳單過來	117
1134	麻煩傳真上期信用卡對帳單給我	117
1135	麻煩傳真本期信用卡對帳單給我	117
1136	傳真本期帳單	117
1137	請傳真本期帳單	117
1138	傳真未繳帳單	117
1139	傳真帳單明細	117
1140	傳真本期帳單明細	117
1141	傳真本期未繳帳單	117
1142	傳真本期未繳信用卡對帳單	117
1143	請傳真信用卡對帳單	117
1144	請傳真本期信用卡對帳單	117
1145	請幫我傳真信用卡對帳單	117
1146	請幫我傳真未繳信用卡帳單	117
1147	請傳真本期信用卡帳單	117
1148	申請帳單傳真	117
1149	請用傳真方式給我帳單	117
1150	信用卡帳單幫我用傳真的	117
1151	幫我傳真帳單	117
1152	可以用傳真方式寄帳單嗎	117
1153	可以申請傳真補寄帳單嗎	117
1154	麻煩幫我傳真本期帳單	117
1155	請傳真補寄本期帳單給我	117
1156	請幫我傳真帳單	117
1157	請幫我傳真本期信用卡對帳單	117
1158	麻煩幫我傳真本期信用卡對帳單	117
1159	請幫我用傳真方式寄帳單	117
1160	請傳真帳單給我	117
1161	卡片帳單請幫我用傳真的	117
1162	請傳真給我帳單	117
1163	請傳真未繳帳單	117
1164	請傳真未繳帳單給我	117
1165	請傳真本期未繳帳單	117
1166	請傳真本期應繳帳單	117
1167	想申請傳真帳單	117
1168	申請傳真帳單給我	117
1169	申請本期帳單傳真	117
1170	本期帳單幫我用傳真的	117
1171	這個月帳單麻煩幫我用傳真的	117
1172	用語音從玉山帳戶繳卡費	116
1173	卡費用電話語音從玉山帳戶扣繳	116
1174	我要用電話語音繳玉山卡款,我有玉山帳戶	116
1175	用我的玉山帳戶透過電話語音繳信用卡帳單	116
1176	透過電話語音從玉山戶頭繳卡費	116
1177	卡費透過電話語音從帳戶繳	116
1178	我有玉山帳戶，想用電話語音繳我的信用卡帳單	116
1179	想用電話語音繳信用卡帳單	116
1180	玉山卡費透過電話語音從帳戶繳	116
1181	可以用玉山帳戶扣卡費嗎	116
1182	我要用玉山帳戶扣卡費	116
1183	我想要用玉山帳戶扣卡費	116
1184	我的卡費想用玉山帳戶扣	116
1185	卡費想用玉山帳戶繳	116
1186	可以用玉山帳戶扣信用卡費嗎	116
1187	我要用玉山帳戶扣信用卡費	116
1188	我想要用玉山帳戶扣信用卡費	116
1189	我的信用卡費想用玉山帳戶扣	116
1190	信用卡費想用玉山帳戶繳	116
1191	我想用本行帳戶透過語音繳卡費	116
1192	我想用語音申請本行帳戶繳卡費	116
1193	我要透過語音從本行帳戶繳卡費	116
1194	我想用本行帳戶在語音繳卡費	116
1195	我想用我的帳號語音繳卡費	116
1196	我要用玉山帳戶轉帳繳玉山卡款	116
1197	CreditCard核信用卡進度	121
1198	e信用卡申請信用卡工作天數	121
1199	e指辦信用卡進度	121
1200	一般信用卡審核大概都要多久時間	121
1201	已申辦信用卡但都沒回應	121
1202	已經辦信用卡了想查進度	121
1203	已經顯示製信用卡中	121
1204	什麼時候才能核信用卡	121
1205	信用卡中何時寄送	121
1206	信用卡申請很久	121
1207	信用卡要審核何時	121
1208	信用卡進度何時	121
1209	可以申請信用卡進度	121
1210	可以查辦信用卡進度	121
1211	申請pi拍錢包信用卡進度	121
1212	申請ubear信用卡是否成功	121
1213	申請信用卡包裹號碼	121
1214	申請信用卡何時才可以了解通過	121
1215	申請信用卡沒有收信用卡	121
1216	申請信用卡狀態	121
1217	申請信用卡花費進度	121
1218	申請信用卡要多少工作天	121
1219	申請信用卡要審核何時	121
1220	申請信用卡時間多長	121
1221	申請信用卡寄件進度	121
1222	申請信用卡情形	121
1223	申請信用卡無人聯絡	121
1224	申請信用卡進度	121
1225	申請信用卡進度不能查詢	121
1226	申請信用卡進度好晚	121
1227	申請信用卡進度怎麼查詢	121
1228	申請信用卡進度認證	121
1229	申請信用卡審核進度	121
1230	申請但沒有收信用卡	121
1231	申請附信用卡進度	121
1232	申請信用卡已經段時間尚未收	121
1233	申請信用卡不了解後續進度	121
1234	申請信用卡申請書收	121
1235	申請信用卡但沒有收掛號信	121
1236	申請信用卡何時收	121
1237	申請信用卡何時通知	121
1238	申請信用卡所需時間	121
1239	申請信用卡後面沒有消息	121
1240	申請信用卡怎麼了解申請成功	121
1241	申請信用卡寄件地址	121
1242	申請信用卡進度疑問	121
1243	申請書進件查詢	121
1244	申請進度信用卡	121
1245	申請新戶核信用卡進度	121
1246	申辦信用卡一直沒下文	121
1247	目前申請附信用卡要何時進度	121
1248	收信用卡核信用卡成功通知	121
1249	何時可以收到最近辦的新信用卡	121
1250	何時要寄送信用卡	121
1251	你好 請問信用卡線上申辦審核大概需要多久的時間	121
1252	我沒收到你寄來的信用卡，是家樂福信用卡	121
1253	我想查詢信用卡審核結果	121
1254	沒有收信用卡	121
1255	沒有收申請信用卡	121
1256	沒有收新信用卡	121
1257	沒有收實體信用卡	121
1258	沒有核信用卡可以通知	121
1259	尚未收ubear信用卡	121
1260	尚未收核信用卡信用卡	121
1261	尚未收新戶	121
1262	附信用卡申請進度	121
1263	附信用卡何時寄送	121
1264	信用卡上禮拜三寄送這禮拜會收到嗎	121
1265	信用卡已收件處理中 要大概在多久能拿到信用卡片	121
1266	信用卡信用卡天數	121
1267	信用卡申請何時通知	121
1268	信用卡申請沒有消息	121
1269	信用卡申請附信用卡工作天	121
1270	信用卡申請信用卡何時下來	121
1271	信用卡申請查不到進度	121
1272	信用卡申請查詢	121
1273	信用卡申請進度要何時	121
1274	信用卡申請優點	121
1275	信用卡目前沒有收	121
1276	信用卡地址錯誤沒有收	121
1277	信用卡何時可以收	121
1278	信用卡何時可以收到	121
1279	信用卡何時前往	121
1280	信用卡何時索取	121
1281	信用卡何時寄達	121
1282	信用卡忘記取件	121
1283	信用卡沒有收	121
1284	信用卡尚未收	121
1285	信用卡很久沒來	121
1286	信用卡是否贈送件成功	121
1287	信用卡要申請何時	121
1288	信用卡核信用卡了嗎	121
1289	信用卡核信用卡以後何時可以收信用卡	121
1290	信用卡核信用卡何時完成	121
1291	信用卡核信用卡最快何時	121
1292	信用卡核信用卡進度	121
1293	信用卡核信用卡疑問	121
1294	信用卡寄送狀態	121
1295	信用卡通過以後何時收信用卡	121
1296	信用卡新戶尚未收	121
1297	信用卡實體信用卡進度	121
1298	信用卡審核大概多少天	121
1299	信用卡審核天數	121
1300	信用卡優點	121
1301	前何時申請玉山信用卡	121
1302	怎麼查詢核信用卡進度	121
1303	是否申請家樂福悠遊聯名信用卡進度	121
1304	是否收信用卡申請書	121
1305	查詢不到核信用卡進度	121
1306	查詢申請信用卡	121
1307	查詢信用卡寄送	121
1308	查詢信用卡進度	121
1309	查詢信用卡寄送掛號郵件	121
1310	查詢補發進度	121
1311	查辦信用卡進度	121
1312	為什麼信用卡申請信用卡進度顯示聯徵審核	121
1313	為什麼辦信用卡辦這麼久	121
1314	要是否申請信用卡成功	121
1315	重新寄送申請信用卡	121
1316	哪時候會核信用卡	121
1317	哪張信用卡先核信用卡	121
1318	核信用卡了嗎	121
1319	核信用卡天數	121
1320	核信用卡太久	121
1321	核信用卡以後何時可以收信用卡	121
1322	核信用卡成功	121
1323	核信用卡沒有	121
1324	核信用卡很慢	121
1325	核信用卡查詢	121
1326	核信用卡流程	121
1327	核信用卡通知	121
1328	核信用卡進度網路查詢	121
1329	國定假日審信用卡	121
1330	寄送新戶通知可是尚未收新戶	121
1331	通過進度	121
1332	發信用卡進度	121
1333	想查詢申請信用卡的進度	121
1334	想請問我的ubear 信用卡辦信用卡進度	121
1335	新戶未收	121
1336	新戶查詢信用卡申請信用卡進度	121
1337	新戶要何時可以前往領信用卡	121
1338	新戶核信用卡進度	121
1339	新信用卡幫寄送	121
1340	新用信用卡申請最快何時	121
1341	新辦信用卡進度查詢	121
1342	網路申請信用卡進度	121
1343	製信用卡中最快何時寄送	121
1344	審核中的信用卡片最慢什麼時候會拿到	121
1345	審核信用卡進度	121
1346	寫聯徵審核中	121
1347	請問only信用卡 何時才能收到實體信用卡呢	121
1348	請問申請信用卡都要很久嗎？	121
1349	請問有收到申請信用卡的補件資料嗎？	121
1350	請問信用卡什麼時候會寄到我家	121
1351	請問信用卡什麼時候會寄到現居地址	121
1352	請問信用卡申請一般需要幾天呢	121
1353	請問信用卡核信用卡要等大約多久？	121
1354	請問信用卡徵信審核需要多久呢	121
1355	請問信用卡辦信用卡徵信審核需要多久呢	121
1356	請問國民旅遊信用卡申辦天數約幾天	121
1357	辦信用卡進度	121
1358	辦信用卡要多久	121
1359	辨信用卡進度	121
1360	如何申辦信用卡目前狀態	121
1361	查詢信用卡目前進度	121
1362	剛申辦信用卡要多久能收到	121
1363	多久能收到卡片	121
1364	目前卡片進度	121
1365	申辦卡片流程	121
1366	申辦卡片進度	121
1367	卡片審核進度查詢	121
1368	尚未收到新申辦信用卡	121
1369	申請信用卡核卡天數	121
1370	申請信用卡要多久	121
1371	信用卡申請進度	121
1372	我的辦卡進度	121
1373	辦卡進度	121
1374	信用卡要怎麼開卡使用	123
1375	可以幫我開卡嗎	123
1376	麻煩幫我開卡	123
1377	開卡要怎麼辦	123
1378	開卡服務	123
1379	申請卡片開卡服務	123
1380	沒開卡怎麼申請	123
1381	網路信用卡開卡作業	123
1382	煩請開卡	123
1383	使用信用卡開卡認證	123
1384	網路可以開卡	123
1385	開啟卡	123
1386	新戶怎麼開卡	123
1387	附卡開卡	123
1388	開啟信用卡	123
1389	我要開卡	123
1390	我想開卡	123
1391	我想要開卡	123
1392	信用卡要開卡	123
1393	我要開信用卡	123
1394	我想開信用卡	123
1395	我想要開信用卡	123
1396	如何開卡	123
1397	要去哪裡開卡	123
1398	新戶開卡密碼	123
1399	我剛剛有刷卡想要分期付款	132_1
1400	可以申期分期付款嗎	132_1
1401	昨天去家樂福的消費幫我分12期	132_1
1402	我要分三期零利率	132_1
1403	能不能分期付款	132_1
1404	消費分期零利率活動	132_1
1405	刷卡分期方式	132_1
1406	有沒有分期付款的申請書	132_1
1407	幫我設定分成12期	132_1
1408	簽帳單筆分期設定	132_1
1409	要刷卡分12期會產生什麼費用	132_1
1410	零利率分期	132_1
1411	消費得分優惠滿分	132_1
1412	分期零利率設定	132_1
1413	要設定分期	132_1
1414	交易商品分期付款	132_1
1415	網路申請信用卡分期零利率網路	132_1
1416	分期輕鬆繳款	132_1
1417	分期零利率	132_1
1418	國外分期	132_1
1419	什麼主動分期	132_1
1420	信用卡單筆分期設定	132_1
1421	分期設定	132_1
1422	信用卡分期設定	132_1
1423	消費得分試算	132_1
1424	怎麼辨理分期	132_1
1425	玉山分期零利率信用卡	132_1
1426	網路分期	132_1
1427	pi拍錢包信用卡分期付款	132_1
1428	附卡要申請分期	132_1
1429	設定卡號分期	132_1
1430	pi拍錢包信用卡分期	132_1
1431	信用卡國外分期	132_1
1432	信用卡消費分期零利率	132_1
1433	外籍人士刷卡得分	132_1
1434	如何就此筆金額分期	132_1
1435	查詢分期	132_1
1436	可以使用分期付款	132_1
1437	申報分期	132_1
1438	哪張信用卡可以分期付款	132_1
1439	一般分期	132_1
1440	信用卡分期	132_1
1441	我要信用卡分期	132_1
1442	信用卡有零利率分期嗎	132_1
1443	信用卡分期怎麼申請	132_1
1444	設定信用卡分期	132_1
1445	我要設定信用卡分期	132_1
1446	我的信用卡要分期	132_1
1447	信用卡分期付款幾期	132_1
1448	申請帳單分期服務	132_2
1449	信用卡繳款帳單分期	132_2
1450	申請帳單分期要查詢是否申請成功	132_2
1451	帳單不能分期	132_2
1452	帳單轉分期	132_2
1453	信用卡可用餘額分期	132_2
1454	申請分期信用卡款	132_2
1455	帳單消費分期	132_2
1456	申請本期信用卡款分期付款	132_2
1457	帳單消費分期設定方法	132_2
1458	信用卡帳單分期申請進度	132_2
1459	要使用網路帳單分期	132_2
1460	雙幣信用卡帳單分期	132_2
1461	我帳單想分期	132_2
1462	這期帳單可以分期嗎	132_2
1463	我要帳單分期	132_2
1464	申請帳單分期	132_2
1465	帳單怎麼分期	132_2
1466	帳單可以分期嗎	132_2
1467	帳單分期有利息嗎	132_2
1468	帳單分期的條件	132_2
1469	怎麼申請帳單分期	132_2
1470	如何申請帳單分期	132_2
1471	信用卡帳單如何申請分期	132_2
1472	帳單分期有額度限制嗎	132_2
1473	保單分12期 使用PI有1.5%回饋嗎	132_3
1474	pi拍錢包信用卡首期要怎麼登錄	132_3
1475	pi拍錢包信用卡產險分期	132_3
1476	pi拍錢包信用卡扣繳	132_3
1477	pi拍錢包信用卡認同卡保費分期	132_3
1478	pi拍錢包信用卡分期零利率	132_3
1479	pi拍錢包信用卡壽險	132_3
1480	pi拍錢包信用卡認同卡分期	132_3
1481	p幣卡保費分期	132_3
1482	PI卡保費活動	132_3
1483	PI卡有保費分期零利率嗎	132_3
1484	PI卡保費回饋	132_3
1485	PI卡扣保費活動	132_3
1486	pi卡繳保費	132_3
1487	PI卡保險分期怎麼登錄	132_3
1488	PI卡保險分期還有回饋嗎	132_3
1489	PI卡刷保險如果分12期還有回饋嗎	132_3
1490	PI卡有保險分期活動嗎	132_3
1491	PI卡怎麼登錄分期活動	132_3
1492	用PI卡刷保險如果分期還有回饋1.5%嗎	132_3
1493	如果用PI卡刷保險可以參加分期嗎	132_3
1494	如果用PI卡刷保險登陸分期還有給回饋嗎	132_3
1495	PI卡刷所有保險都可以分期嗎	132_3
1496	如果之前已經登錄過PI卡保險分期還要登嗎	132_3
1497	刷pi拍錢包信用卡所有保險都可以分期嗎	132_3
1498	如果刷pi拍錢包信用卡付保費可以分期嗎	132_3
1499	用PI卡刷保費一定要分期才會給1.5%回饋嗎	132_3
1500	公務人員國民旅遊卡保費學費分期設定	132_4
1501	公務人員國民旅遊卡分期登錄	132_4
1502	公務人員國民旅遊卡零利率分期優惠	132_4
1503	公務人員國民旅遊卡十期	132_4
1504	公務人員國民旅遊卡單筆分期設定	132_4
1505	國民旅遊分期付款	132_4
