texts	labels
藍精靈電影	video
明天有沒有洛陽到西安的高鐵	train
魚香肉絲，怎麼做？不？	cookbook
發信息給老媽說我在喫飯	message
幹嘛去	chat
查尋科大訊飛的股	stock
我要看現代重生小說	novel
x戰警第一部	video
如何治療龜頭炎。	health
上山居網	website
請幫我調頻89.6武漢交通廣播電臺	radio
我想看張藝謀導演的電影	video
4的2次方根	calc
搜搜一首毛澤東的詩。	poetry
你只會說這些嗎	chat
啥叫換手機如換衣服啊	chat
把淘寶網打開	website
豬舌頭怎麼做比較啊子？	cookbook
海星的做法。	cookbook
你妹叫傻傻麼	chat
打開杜鑫文的網站	website
15加上2的平方	calc
有你才幸福	video
我想聽情花開這首歌	music
給梁輝堅發短信	message
你知道誰是謝志偉嗎	chat
魔幻手機	video
揚州天氣	weather
四月六號南寧到上海的火車	train
紅燒排骨怎麼做？啊？	cookbook
搜索逃學威龍第二部	video
從新加坡花園怎麼去寧溪路	map
先鋒乒羽	tvchannel
老故事	tvchannel
陝西二套	tvchannel
你會唱歌麼	chat
你睡午覺嗎	chat
哪個倒黴孩子給你起這個名兒	chat
搜索中國移動股票	stock
呲牙你不是說你好聰明嗎	chat
我說不怎麼喜歡喫辣的	chat
傑瑞股份股價	stock
音樂播放器	app
幫我切換到湖南衛視	tvchannel
打開寬帶商務網站	website
羅山天氣	weather
幫我查一下臨海到上海的火車	train
查一下運城到臨汾的汽車。	bus
查詢濮耐股份的股票	stock
高清央視綜藝	tvchannel
發送短信給東莞李月華就說今天趕緊回來	message
一起聽聽新疆人民廣播電臺	radio
2013年的警匪電視劇	video
講個笑話嗎	chat
想去哪	chat
打開qq登陸到聊天模式	app
中超比賽，結果。	match
魚肉怎麼做？	cookbook
恆大山東魯能比分是多少？	match
來一首納蘭性德的詞。	poetry
哪些臺在放電影	epg
給我放首歌	music
請翻譯蘋果	translation
長了什麼?	chat
請給我講一下今天的新聞吧！	news
牛骨湯	cookbook
找一下詹姆斯卡梅隆拍的電影	video
查一下零零零八六八的股票行情	stock
我人品好嗎	chat
中央十一臺	tvchannel
明早8:10叫醒我。	schedule
給張金波發短消息今天中午一起喫飯	message
進你的官網	website
打開蘋果香港官方網站	website
上一期雙色球開什麼	lottery
我女兒想去哪裏	chat
保定天氣	weather
最近有什麼好看得	video
你有喜歡的人嗎	chat
幫我查一下明天南昌到廣州的飛機票	flight
白切雞怎麼做啊？	cookbook
北京財經	tvchannel
北京臺有什麼好電視	epg
我想看c c t v 一頻道	tvchannel
麻辣串應該是四川的吧不是哈爾濱的哈爾濱應該喫的是不胖葫蘆吧對不對還是北京啊	chat
查一首古詩，武林春。	poetry
怎麼看見的不可能	chat
永輝超市股份的價格	stock
遠教四臺	tvchannel
請幫我調頻106.1長沙音樂廣播電臺	radio
哪裏可愛了	chat
吉林到大連的車。	bus
我想親親我的寶貝這首歌	music
溫州到瑞昌的火車	train
打電話到飛雲	telephone
從威海到蘇州的飛機	flight
撥打電話辦公吳菲	telephone
查看一下天氣預報	weather
山寨魚怎麼做？	cookbook
最近有什麼好看電影了？	video
幫我查一下合肥市三孝口在哪裏	map
請念一首毛澤東詩詞。	poetry
搜索蘭陵王。	poetry
播放，青島中能的賽程。	match
幫我查找一下今天晚上有什麼電視節目？	epg
找找非誠勿擾什麼時候結束	epg
播放最近的新聞。	news
你能幫我寫作業嗎	chat
做蛋撻怎麼做	cookbook
我想看一下鳳凰網	website
伊利股份	stock
中國製用英文怎麼說	translation
我想看變形金剛哦	video
腿英文怎麼說	translation
怎麼這麼多雞湯	chat
從南京到亳州怎麼走	map
哪裏有小貓	chat
紅燒肉的做法，a。	cookbook
電影院有什麼電影？	cinemas
給劉西發短信	message
有什麼重大新聞	news
換江蘇衛視	tvchannel
哪有雪	chat
AXN	tvchannel
麻煩您能否幫我調頻97.1漢中音樂廣播電臺	radio
講個腦筋急轉彎，我，我格，你是誰？	riddle
我想看電影超人	video
我今天幫爺爺洗衣服的英文怎麼說	translation
我想看一下科大訊飛的股票	stock
爲什麼欺負你	chat
去汽車南站怎麼走	map
我正在睡覺用英語怎麼說	translation
來一句唐詩唄！	poetry
來個字謎我猜一下。	riddle
查一下濟南到成都的航班	flight
給蛋炒飯怎麼做？	cookbook
臘魚。	cookbook
安徽合力股票	stock
上海東方衛視現在在播放什麼？	epg
搜索湖南衛視直播。	epg
3的平方除以2的立方的商的倒數	calc
我想聽春天裏這首歌	music
我想聽蔡依林的倒帶這首歌	music
國防軍事頻道2天后播捍衛者	epg
番紅燒肉的做法。	cookbook
必須你說一句我說一句嗎	chat
浙江臺	tvchannel
新建聯繫人振華奎號碼是幺三五零八九四九三幺二	contacts
我咋不知道這事兒呢啊明星啊之心知肚明啥意思	chat
能不能看當前的中超聯賽	epg
打電話給陳雷	telephone
嗯，你來一首李白的詩詞，的。	poetry
紅燒獅子頭怎麼做	cookbook
123和34的和等於多少	calc
歐陽震華的罪案電視劇	video
廣州到南寧的火車	train
愛我什麼	chat
華晶小學在哪裏	map
那你怎麼提高自己呀	chat
你有妹子嗎	chat
新建聯繫人買當嘮4008 517517	contacts
哪去	chat
哪個電視臺在放神鵰俠侶。	epg
宿州到北京的火車有哪些	train
包皮過長，怎麼辦？哦。	health
愛什麼	chat
你能幹什麼啊	chat
一晚多少錢	chat
我想看足球中超，第25輪的比賽時間。	match
打電話給三路店	telephone
鴿子，怎麼做最好喫？	cookbook
看今天的新聞。	news
今天是個好日子的英文怎麼講	translation
你覺得腳踏兩隻船怎麼樣	chat
都有啥啊	chat
你是不是中文比較差	chat
幫我算一算45的平方根	calc
歧路兄弟	video
八月十號從重慶到武漢的航班	flight
鷹潭到景德鎮	map
你這麼厲害呀	chat
我是學渣嗎	chat
湖裏公園在哪裏	map
從我這裏到科大訊飛走高速路線	map
牛肉的做法。	cookbook
生活大爆炸	video
把我打開UC瀏覽器	app
打開珠江臺	tvchannel
最新的新聞播報一下	news
最近1周北京電視臺-4有轉播X女特工呢	epg
請問意大利麪怎麼做	cookbook
狐臭怎麼治？	health
那我長什麼樣	chat
讀句詩來聽聽。	poetry
發信息給盛吉	message
媽媽的花樣年華	video
合肥百貨大樓在哪裏	map
周慧的電話。	contacts
楊冪演的恐怖片	video
央視綜合頻道昨晚的節目單	epg
13年孫紅雷演的片子	video
忍者之路	video
猜個謎語哦。	riddle
回看烽火佳人回看安徽衛視烽火佳人	epg
川崎玫瑰的製作方法	cookbook
語音火鍋怎麼做啊？啊？	cookbook
喜羊羊與灰太	video
7月30號去深圳的航班。	flight
不是我是說我給你猜個謎語吧！	riddle
老朗誦首古詩。	poetry
汕頭到重慶的航班	flight
幫我購買2注大樂透的彩票	lottery
你認識xx嗎	chat
笨笨爲什麼不叫聰聰	chat
這不是你的名字嗎😂	chat
呼叫廣歲	telephone
撥打陳艾電話	telephone
爲啥要刷盤子呢	chat
給我搜索腦筋急轉彎。	riddle
播新聞，湖南新聞。	news
百度百科	app
幫我開捕魚達人	app
杜雨萌學姐是誰	chat
不多不要緊都會什麼	chat
明天去桂林的航班。	flight
哪裏	chat
給小魚打電話	telephone
新建聯繫人姓名張三號碼一二三四五六七八	contacts
你說啥呢好惡心	chat
做南瓜飯	cookbook
合肥的大潤發在哪	map
我們現在在什麼地方	map
來首快樂崇拜	music
土豆粉怎麼做？	cookbook
回鍋肉做法。	cookbook
臺中的天氣	weather
美國最近有什麼新聞	news
從二手車市場到八一廣場怎麼走	map
我喜歡亞楠用英語怎麼說	translation
包莖怎麼辦？	health
訊飛科技股票價格	stock
點播愛情買賣	music
你喜歡吸毒嗎	chat
麗水的天氣怎麼樣	weather
安哥拉的英文是什麼	translation
怎麼操作	chat
腦筋急轉彎，孫。	riddle
平陽怎麼走嗎	map
湖南衛視放什麼節目？	epg
菠蘿包怎麼做？	cookbook
3的平方除以2的立方的商等於多少	calc
豬肉灌湯包怎麼做？	cookbook
你喜歡老師嗎	chat
菠蘿咕老肉的做法	cookbook
紅豆沙怎麼做？	cookbook
家常涼菜怎麼做？	cookbook
我想打電話給李四	telephone
我昨天晚上的今日關注	epg
古詩長恨歌。	poetry
做紅燒魚的步驟。	cookbook
對啊我也這麼覺得	chat
發短信給上海浦東發展銀行　95528	message
可樂雞翅怎麼做呀晚點告訴我。	cookbook
劉三姐	video
查看滁州到南京的火車票	train
頸椎病用什麼藥物治療？	health
昌魚的做法	cookbook
今天有雨嗎	weather
賽羅奧特曼	video
請打開八六八四	website
《武動乾坤》	novel
幫我查一下深圳到桂林後天的機票	flight
九月二十六號從深圳到寧波的航班	flight
青陽天氣如何	weather
你喜歡喫便便嗎	chat
天氣南京	weather
給萬結打電話	telephone
給劉三發短信說我今天沒有空	message
我在韓國你在哪裏	chat
韓國電視連續劇老大	video
BTV北京頻道打狗棍	epg
藍鷹股票	stock
蒽蒽江蘇衛視有什麼好節目嗎？	epg
現在湖南衛視放什麼電視？	epg
燒排骨湯需要什麼調料？	cookbook
牀前明月光下一句是怎麼說	poetry
正韻打開相機	app
給小陽發短信	message
這個沒什麼吧	chat
請查詢天津市到哈爾濱的車。	bus
幫我查一下今晚中年中央六臺放什麼電影？	epg
惡念首唐詩。	poetry
發短信給幺八六六七九零三五八零	message
紅燒魚塊。	cookbook
還是不用了吧	chat
那就來一首李白的詩詞。	poetry
2平方	calc
南京火車站到南京農業大學	map
沿途有沒有加油站	map
你認識裘實麼	chat
你是男是女還是人妖	chat
我給你說個，我給你說個謎語你猜得出來嗎？	riddle
江蘇陽光的股票怎麼樣了	stock
來一首白居易的長恨歌	poetry
科大訊飛昨日成交價	stock
紅燒豬腳	cookbook
我想知道環球影視明天播放什麼電影	cinemas
是的咯還是笨笨最好	chat
鞏捷甫是誰	chat
啥婆豆腐的製作方法	cookbook
豬肚雞怎麼做啊？	cookbook
查詢後天成都到倫敦的航班	flight
是不是有點長	chat
我要看古言小說	novel
中國教育電視臺三臺	tvchannel
美國恐怖電影	video
怎麼教你	chat
搜索蜀道難。	poetry
昨晚哪個頻道有張藝謀出演的電視劇	epg
明天去蚌埠的車票	train
明天去滁州的火車	train
基尾蝦怎麼做？	cookbook
風魔炒魚香肉絲。	cookbook
草蝦尾怎樣做。	cookbook
取消明天的鬧鐘	schedule
5的平方與3的3次方的和是多少	calc
查查一下連江到湛江的火車票	train
你去過賭場嗎	chat
能不能幫我接聽中廣流行網	radio
哪天清明節	datetime
給我打開百度網	website
恆宇樂活魚怎麼做的好喫的回覆哦，你。	cookbook
勝女的代價電視劇	video
今天農曆是多少	datetime
打打給胡磊	telephone
打電話	telephone
你會罵人麼	chat
我想聽世上只有媽媽好這首歌。	music
播放眼色	music
發條短信給張亞東	message
查找張偉軍	contacts
賣啥呀	chat
銀耳蓮子羹。	cookbook
西紅柿炒雞蛋做法。	cookbook
幫我發條短信吧	message
嗯，知道紅燒肉怎麼做？	cookbook
看千金歸來第五集	video
魚香肉絲，怎麼做得？	cookbook
天氣怎麼樣	chat
明天的天氣	weather
播放老婆最大。	music
所以說李白的詩。	poetry
哦我想看中央一臺	tvchannel
大海個小河哪個大	chat
背一首春曉	poetry
新奧爾良烤翅的做法	cookbook
看上週五的爸爸我去哪兒	video
圖靈機器人也不知道是什麼耶	chat
你怎麼樣會開心	chat
你是不是看不懂啊	chat
BTV生活節目選擇回放	epg
最近有什麼新上映的電影啊？	cinemas
查查13年的一站到底	epg
給楊斌發短信	message
我想聽莫失莫忘。	music
廣州去昆明的火車	train
哪個電視臺在演葉問。	epg
要怎麼煮飯。	cookbook
網上最火的小說有哪些	novel
我想聽音樂忘情水。	music
宮崎駿動畫電影	video
晉江到武漢的航班	flight
辣酸菜魚怎麼做了。	cookbook
膽結石怎樣治療。	health
把王建春的電話號碼發給張學政	message
幫我調明天早上8:10的鬧鐘。	schedule
來個腦筋急轉彎兒。	riddle
東方臺	tvchannel
請幫我調頻97.5湖南人民廣播電臺文藝臺	radio
最近有什麼影片？	video
我美麼	chat
騰訊公司的股票	stock
歐樹的葉子怎麼炒？	cookbook
給我念首古詩。	poetry
一個鬼子都不留	video
查詢安陽到鄭州的動車	train
來is，來一首採蓮。	poetry
那中央六臺明天演什麼節目	epg
鋼鐵俠三	video
打個謎語吧！	riddle
還能聊點啥呢	chat
涼菜是怎麼做的？	cookbook
你猜我幾歲了	chat
當前不再呼叫英語怎麼說	translation
我說白魚怎麼做	cookbook
多推薦幾個吧	chat
那你現在可以幹啥	chat
查最近的電影。	video
幫我訂一張杭州到上海的機票	flight
今晚有什麼節目啊？	epg
給金華打電話	telephone
我要購買七樂彩	lottery
提供一張大樂透	lottery
你是不是愛上別人了	chat
晚安的英語	translation
那你給我背一首唐詩吧！	poetry
太陽像個什麼	chat
給黃尚君發短信	message
週末去哪玩	chat
我要看校園小說致我們終將逝去的青春	novel
想做蛋糕。	cookbook
幫我調明天8:10的鬧鐘。	schedule
我問你怎麼走	chat
你什麼時候死	chat
今天的新聞，欲	news
你有男朋友嗎	chat
爆炒豬肝怎麼做？	cookbook
放首陳奕迅的十年	music
聚友網	website
搜索電視劇插曲	music
怎麼做飯好喫？	cookbook
背誦一首唐詩	poetry
武漢的明天天氣	weather
情債	video
我要看魔幻學院小說	novel
搜索天氣	weather
我要和妹妹睡覺英語怎麼說	translation
黑菜扣肉的做法告訴我一下啊！	cookbook
腦癱	health
幫我打電話給港鐵輪	telephone
愛在旅途	video
現在有什麼好的電視劇。	epg
現在看看有最新的新聞嗎？	news
廈門到福建建陽的火車是幾點呢	train
白帶異常。	health
如果遇見狼呢小馬還會讓狼上車嗎	chat
倉央嘉措的詩詞。	poetry
那你夢想是什麼呢	chat
給我查下明天凌晨在放媽媽來了	epg
打開搜狐微博	app
不蒸了牛肉丸	cookbook
唐詩登高。	poetry
查找電影	video
查詢科大訊飛的股價	stock
中央電視臺一套現在放什麼節目？	epg
幫我查一下贛州的天氣明天呢	weather
二月一日柳州的天氣	weather
我要當八路軍	video
酸菜魚怎麼做啊	cookbook
睡覺用英文怎麼說	translation
新建聯繫人天天	contacts
給我打開mail	email
明早8:10鬧鐘。	schedule
45與53的差是多少	calc
李白的靜夜思怎麼讀？	poetry
今天有什麼新聞呢。	news
學什麼	chat
我看看現在的最新新聞是什麼？	news
把在1607的會議修改到1608	schedule
那就來一首李白的詩詞嗎？	poetry
4乘6乘七再除以二	calc
你萌嗎	chat
很高興認識你英語怎麼說啊	translation
你是講故事呢嗎你是報幕呢吧	chat
打電話給my god	telephone
把我打開淘寶的網頁	website
滷豬蹄怎麼做？	cookbook
土豆餅怎麼做啊？	cookbook
文娛播報	video
給我來首絕句。	poetry
可是我不喜歡你了兩個億你你一點也不忙啥子	chat
企鵝啥	chat
烏鴉二電視沒	video
在菏澤怎麼坐去北京的車。	bus
家，背首沁園春雪。	poetry
中國太保股票	stock
不這樣稱呼你怎麼樣呢	chat
時間現在的	datetime
現在中央一臺在播什麼節目？	epg
雄關漫道真如鐵下一句是什麼？	poetry
幫我調到安徽衛視	tvchannel
蛋糕可以做蛋糕嗎？	cookbook
現在我也想上新浪網了	website
你平時喫什麼	chat
好無聊哇有什麼好看的電影	video
打電話給大哥	telephone
電視臺現在在播放什麼大陸動漫	epg
火腿腸怎麼炒好喫	cookbook
查詢宜春到南昌的火車列車時刻表	train
我現在要發一條信息	message
怎麼調用QA	chat
你爸爸好嗎	chat
查詢海螺水泥的股票	stock
我想要轉發這封郵件	email
跳的人我想要了嗎	chat
那來個燈謎吧！	riddle
鐵甲鋼拳	video
買的什麼	chat
你包郵嗎	chat
有什麼新電影	video
喜歡喫什麼	chat
你都能回答我什麼問題	chat
萬里鵬是誰	chat
酷狗音樂盒	app
你忍心嗎	chat
讀一首唐詩。	poetry
李瑞英主持的最新的新聞節目	video
來一首聽你聽我	music
最近有什麼新片子？	cinemas
晚上好用英語怎麼說	translation
冰糖葫蘆怎麼做？你？女子。	cookbook
松江鋼材城在哪裏	map
你能分析上下文嗎	chat
智能手機英語怎麼說	translation
什麼時候和張三去步行街	schedule
你愛玩嗎那我也不要聽你話了嗎	chat
有什麼好聽的歌	chat
那你爸給我背一首唐詩了。	poetry
龍巖新聞	news
你說啥呢	chat
唱一首兩隻蝴蝶。	music
移動公司在哪裏呀	map
炒雞蛋，需要，哪些材料？	cookbook
你叫什麼名字翻譯一下	translation
天空什麼顏色	chat
你是不是啥	chat
昨天晚上湖南衛視演什麼	epg
幫我查一下洛陽到贛州的火車	train
喂喂能聽我說話嗎	chat
來一首唐詩嗎？	poetry
九陰真經	website
你能幹嘛？	chat
給劉志發短信	message
土豆燒肉。	cookbook
廣東省英德在哪裏	map
能介紹一下嗎	chat
做糖醋排骨	cookbook
水果沙拉怎麼做？	cookbook
安陽到鄭州的火車	train
訊飛語點我現在在哪裏	map
安安昨天11:07的風華國樂	epg
臭豆腐湯怎麼燒？	cookbook
茶用英語怎麼說呀	translation
鴕鳥第一件寶貝是什麼	chat
打開搜狐網首頁	website
我想聽首唐詩。	poetry
給我來首好聽的音樂	music
撥打幺零零八六一一	telephone
翻譯牛	translation
打開科大訊飛網站	website
告訴我西安的位置	map
今天有什麼軍事新聞	news
我要點一首小星星	music
科大訊飛在哪裏呀	map
我要聽李白的詩。	poetry
現在熱門的電視劇是什麼	epg
你喜歡有錢人嗎	chat
說一首唐詩吧！	poetry
居然股份股票怎麼樣	stock
招商銀行港股的股價	stock
西昌到成都的航班	flight
列車深圳到廣州	train
喂喂那個我說想聽音樂呢	music
寶寶你這是在賣萌嗎	chat
青椒肉絲怎麼做怎麼炒？	cookbook
發短信給姐姐說晚上一起吃麪條	message
胃潰瘍。	health
播放特種兵之利刃出鞘	video
找下最近最熱播的電影。	cinemas
查一下濟南到濰坊昌樂的火車	train
哪個臺在放甄嬛	epg
什麼時候去	chat
啓動qq瀏覽器	app
今晚什麼節目呀？	epg
手抓餅的做法。	cookbook
西紅柿炒蛋怎麼煮？	cookbook
什麼電視臺什麼時間有轉播仁心解碼2	epg
幫我查一下2013年2月8日開獎的15選5中獎號碼	lottery
中超比賽時間多少啊？	match
懷化喫什麼	chat
烤肉串。	cookbook
涼拌海蜇怎麼做好喫？	cookbook
郭敬明的愛情小說《悲傷逆流成河》	novel
發短信給幺五八三七五幺幺幺四幺	message
螃蟹怎麼蒸？	cookbook
看看今天有什麼好看的節目？	epg
青魚的做法。	cookbook
爲什麼叫這個名字	chat
查一下澳門到吉隆坡的飛機	flight
落花不是無情物的下一句是什麼？	poetry
翻譯共產黨員	translation
你竟然還知道什麼是罵人	chat
恐龍用尾巴幹什麼	chat
零七播報新聞。	news
你會猜謎語嗎？	riddle
那麼最近有什麼好電影呢？	video
幫我找一找龍門飛甲	video
自演藝，羊肉怎麼做？	cookbook
去倫敦的航班	flight
我要買彩票。	lottery
看看鄭曉龍導演的甄嬛傳	video
怎麼做滷豬腳	cookbook
CCTV6電影高清	tvchannel
罐燜牛肉怎麼做？	cookbook
查一下上海到蘇州的火車票	train
烤鴨，啊！	cookbook
你會做菜嗎?	chat
西紅柿用英語怎麼說	translation
詩中共出現了幾種顏色	chat
請播放一下舉起手來	video
你讀幾年級了	chat
腸易激綜合徵。	health
我要全部回覆	email
發燒。	health
我想知道皮蛋瘦肉粥是怎麼做的	cookbook
請幫我調頻89.7上虞人民廣播電臺	radio
往火車北站怎麼走	map
幹豆角怎麼燒？	cookbook
你好我想看電影	video
永高股份的股票	stock
唱一下你是誰	chat
把uc打開啊	app
舒城的天氣	weather
幫我查一下贛州到南昌的火車票	train
愛笑會議室什麼時候播放	epg
你酸辣土豆絲怎麼做？	cookbook
給張張打電話	telephone
去科大訊飛怎麼走	map
炒豆腐。	cookbook
人民公園在哪裏	map
好今天天氣怎麼樣	weather
潛山到福州的火車	train
劉一佳是誰	chat
我想聽歌曲傳奇	music
查看大樂透玩法的開獎	lottery
你告訴我爲什麼	chat
這是啥	chat
吉林電視臺	tvchannel
到鼓樓怎麼走	map
最新的熱門電影是什麼呀？	cinemas
百大	stock
播放最近新聞。	news
呼叫鵬鵬	telephone
央視綜合高清	tvchannel
我沒去哪兒啊	chat
通寶能源股票	stock
杜甫的詩。	poetry
我聽首歌	music
看當前直播的比賽	epg
調到新疆綜藝	tvchannel
那你爲什麼不修	chat
央視少兒頻道的節目的	epg
下半年的電視劇	video
你喜歡喫什麼呢	chat
也來個燈謎嗎？	riddle
水裏有什麼	chat
爆笑謎語	riddle
非誠勿擾什麼時候演啊	epg
哦哦，查一下香港最新上映電影。	cinemas
哪年呀	chat
勁爆在車	video
什麼太美了	chat
查一下到長途汽車站去的最省錢的線路	map
哦買噶誰開發的你這麼猥瑣	chat
什麼理由	chat
你不喜歡哪個顏色	chat
一千五英語怎麼說	translation
要回應的這麼賤麼	chat
CCTV四套	tvchannel
北流的天氣	weather
色情暴力嗎	chat
你知道葉哲是誰嗎	chat
國際新聞。	news
你出錢嗎我沒有錢	chat
麪包的配方。	cookbook
高清動作電影	video
打電話給幺三二三五六二零二五五	telephone
月詠牡丹的下一句，是什麼？	poetry
地心歷險記二	video
咱們結婚吧什麼時候播出	epg
說蘿蔔怎麼做？	cookbook
還有多少天過年	datetime
幫我查一下紅燒肉的做法	cookbook
最近有什麼好看的電視連續劇武打的。	video
餛燉怎麼做？	cookbook
蒸雞蛋糕	cookbook
放一首音樂給我聽	music
小說英語怎麼說	translation
魔幻劇	video
秋娃娃寫信給誰	chat
搜索娛樂新聞。	news
訊飛語音我想知道山東省東營市今天的新聞。	news
怎麼燒西紅柿炒蛋	cookbook
想唱就唱	video
到公園怎麼走	map
杜甫兵車行。	poetry
翻譯一下明天我跳河自殺	translation
我想到科大訊飛怎麼走	map
春熙路怎麼走	map
電影私人定製	video
包鋼稀土股票價格	stock
打一下公司張總的電話	telephone
中央電視臺少兒頻道大耳朵圖圖	epg
哦，中超比賽時間三比五。	match
去常州武進路線	map
冷麪的做法。	cookbook
你是什麼意思呀	chat
熱火NBA季前賽的那個賽程。	match
你需要喫東西嗎	chat
查詢北京到上海的路線	map
怎麼治感冒？	health
動畫片巴啦啦小魔仙	video
說話，給我搜一下做蘋果麥片粥是怎麼做啊？	cookbook
CCTV8高清電視劇	tvchannel
我要聽勸化這首歌	music
54的立方再加上35	calc
現在幾號	datetime
我想全部迴應	email
週二電影。	epg
鋤禾日當午，下面一句是什麼？	poetry
男朋友總借錢怎麼辦	chat
打電話給美華	telephone
從這裏到市中心怎麼走	map
給我定一張株洲到深圳的機票	flight
播放神話	video
你認識siri嗎	chat
幫我打開c c t v五	tvchannel
我要寫條新郵件	email
明天有火車到襄陽嗎	train
最近的新電影有哪些？	cinemas
甲亢。	health
從哪回來	chat
美菱電器的昨日收盤價是多少	stock
可不中央五套明天的節目單	epg
玄幻小說 幻神	novel
查詢恆光電影院即將上映的電影	cinemas
白天干什麼	chat
打一個燈謎啊，你。	riddle
隨便給我放幾首歌	music
斯皮爾伯格導演的電影	video
中國新華網打開	website
查一下最近有什麼電影？	video
你愛喫嗎	chat
你和小冰有什麼不一樣	chat
大腸癌	health
後天什麼天氣	weather
給我查一下，乳腺增生怎麼治療？	health
你希望我分手嗎	chat
新建聯繫人王滿秀幺三七 六四零七零二九五	contacts
幹嘛去？	chat
來首李白的詩集。	poetry
我要看唐家三少寫的玄幻小說絕世唐門	novel
搜索小說校園全能高手。	novel
今晚安徽衛視有什麼節目	epg
幫我調頻92.4中國國際廣播電臺行不行？	radio
打石寶電話	telephone
can you speak English?	chat
給我講一個謎語吧！	riddle
涼皮的製作方法。	cookbook
我要猜一個字謎。	riddle
發短信給王小露的	message
。咳嗽	health
有體育方面的嗎	chat
NBA比賽時間。	match
草莓芒果西米露。	cookbook
那你最愛的人是誰	chat
上海回合肥怎麼坐汽車	bus
影視頻道有什麼節目	epg
咖喱牛腩怎麼做	cookbook
3的平方除以2的立方的商減去4的平方根的立方	calc
看看現在幾點幾分	datetime
特莫文蔚的陰天。	music
你研發團隊有些誰	chat
我不知道的英文怎麼說	translation
你願意做娟的女朋友嗎	chat
那你是不是很苗條呢	chat
你聽說過這句名言嗎	chat
青蛙在做什麼	chat
廣西新聞網	website
嗯我幫你啥	chat
單個詞是什麼情況	chat
甲魚，鄧雞，如何製作。	cookbook
上百度網站	website
動畫片	video
涼拌菜	cookbook
什麼新聞呢	chat
播放斷點	music
誰告你我的名字的	chat
是說我好嗎我逗你玩兒	chat
對了嗎	chat
你的好朋友是誰	chat
你知道水嗎	chat
截止目前銀鴿投資股份的市值是多少	stock
炸饅頭片	cookbook
調頻fm九十六點三	radio
替我答覆這條郵件	email
幫我查一下蘇州到上海的火車	train
唉你叫什麼名字	chat
甜酒怎麼做？	cookbook
土豆炒肉絲的做法	cookbook
湖南臺演什麼節目	epg
找湖南衛視	tvchannel
你好像沒理解我我真的在倒時差有什麼可以讓我睡覺的方法麼	chat
來一個字謎，二。	riddle
發信息給學超	message
南光集團怎麼走	map
紅燒豬腳怎麼做啊？	cookbook
你家在家還是如家	chat
這麼誇張	chat
幫我寫一封郵件	email
聽時間煮雨這首歌	music
查詢今天成都到北京的航班	flight
半夜不要照鏡子	video
明天上午9點距離現在還有多久	datetime
刑偵電視劇	video
幫我網上訂車票	train
請幫我調一下電臺到鎮江新聞廣播	radio
我想聽你最珍貴這首音樂	music
幫我查詢一下溫州到上海的火車	train
現在是兩點了嗎	datetime
酸菜魚怎麼煮啊？	cookbook
王菲傳奇。	music
給靖哥哥發短信說我不回來喫飯了	message
蒼狼	video
廬山天氣	weather
請告訴我清蒸桂魚怎麼做？	cookbook
另一個8:10的鬧鐘。	schedule
福爾摩探案急翻譯成英文	translation
哪個飯店好喫	chat
進入三w點百度點com	website
六零零零三六昨天的漲跌幅情況	stock
請查詢一下深圳飛往上海的航班	flight
給黃槓發短信	message
新建聯繫人孫曉飛幺三八三八四四三八九五	contacts
到科大訊飛怎麼走更快一些	map
高清央視綜合頻道	tvchannel
125的立方根	calc
紅燒排骨怎麼做的嗎？	cookbook
王石的事你怎麼看	chat
查尋標兵的號碼	contacts
糖醋鯉魚怎麼做？而？	cookbook
棗莊到淄博的火車票	train
我要看靈異推理小說	novel
高淳轉播2	tvchannel
河南衛視節目單。	epg
舊金山幾點幾分	datetime
你，湖南衛視正在播出什麼？你。	epg
你在什麼地方	chat
我想看看股票零零二幺幺八紫鑫藥業股吧	stock
上海飛往北京的航班	flight
我是你什麼人	chat
背將進酒。	poetry
我想看周星馳的喜劇電影喜劇之王	video
腎虛怎麼治療	health
東方高清檯的節目單	epg
丁效是誰	chat
中超比賽時間，我。	match
頭暈該怎麼辦？	health
發信息給蘇建江	message
坐宮保雞丁需要哪些材料？	cookbook
狸貓換太子	video
查看七樂彩的得獎號碼	lottery
搜索15選5的號碼信息	lottery
我是說我要看一起又看流星雨	video
釣魚島事件。	news
關於釣魚島的新聞進展	news
湖北荊州到黃石的火車	train
媽媽說了什麼	chat
關節痛怎麼辦？	health
每天8:10起牀。	schedule
金山詞霸	app
陳醋排骨的做法。	cookbook
ok好，來首李白的詩詞。	poetry
油燜大蝦怎麼做	cookbook
背一下春曉孟浩然。	poetry
新建聯繫人18622625490	contacts
這麼多回答不了的問題	chat
時間的英文怎麼講	translation
你是不是被我弄瘋了	chat
這麼裝逼	chat
想看韓劇	video
呼叫a 二小姐	telephone
什麼是色	chat
中國新聲代	video
近視眼怎麼治療	health
你在哪裏上學啊	chat
啊腦筋急轉彎啊	riddle
排骨堡湯的做法。	cookbook
我想聽想唱就唱	music
我要查看郵件	email
那那個什麼你真是好可愛的小貓呀	chat
北京財經臺	tvchannel
發郵件給晶晶	email
人們誇獎誰	chat
上饒到南昌的火車票	train
我在想怎麼回去比較好	chat
哦，安徽衛視今晚放什麼節目？	epg
怎麼樣？做紅燒肉。	cookbook
怎麼去龍陽路	map
小是什麼	chat
做紅燒肉要哪些材料呀！	cookbook
電影頻道明天放什麼	epg
