	texts	labels
837	播七龍珠	video
838	廣州恆大的賽程。	match
839	你玩什麼遊戲打野	chat
840	聊不下去了怎麼辦	chat
841	請打開電影	video
842	我前任男朋友你猜是什麼職業	chat
843	玄幻小說《武動乾坤》	novel
844	來一首詠柳。	poetry
845	講一個謎語，啊，你，哦。	riddle
846	我想看董浩配音的動漫	video
847	喜歡男孩還是女孩	chat
848	爲什麼睡不着	chat
849	怎麼找女朋友	chat
850	進入設置菜單	app
851	替我查看新郵件	email
852	把徐程的電話發給吳芳	contacts
853	你是不是呆萌啊	chat
854	西藏衛視	tvchannel
855	大樂透的開獎情況	lottery
856	在哪喫	chat
857	打給曾瑋文	telephone
858	愛在何方第三期	video
859	水餃的做法。	cookbook
860	馮沙排骨怎麼做？	cookbook
861	有道詞典	app
862	偏頭痛怎麼治？	health
863	添加一條通訊錄姓名葛勇手機號碼189571642496	contacts
864	發短信給王亮說死人你在幹什麼呢	message
865	你除了喜歡我害羞的樣子還喜歡我的什麼呢	chat
866	播放法制進行時	video
867	現在哪個頻道播放電視劇	epg
868	白灼菜心怎麼做？	cookbook
869	嫁雞隨雞下面一句是什麼？	poetry
870	那烤箱做麪包怎麼做？	cookbook
871	安徽電視臺12月18號晚上10:10的電視劇	epg
872	放首歌給我聽吧	music
873	哈嘍好久不見你開心嗎	chat
874	我要看魔法神話小說	novel
875	杭州南站到龍游的火車有哪幾班	train
876	央視三臺現在播放什麼節目	epg
877	我看你還是不太行	chat
878	我想聽聽今天的新聞。	news
879	廣州至南寧航班。	flight
880	在哪裏出門右轉	chat
881	美好的時代	video
882	我想聽傷感歌曲	music
883	幫我查一下廣州到長沙的航班	flight
884	我要看免費的小說。	novel
885	是我是說你有幾個兄弟姐妹不是你自己說	chat
886	給姐姐發短信我今天晚上晚點回去你就別等我喫飯	message
887	那你願意嗎	chat
888	查尋天龍集團的股票	stock
889	打開三g門戶網站	website
890	你早上一般幾點起牀	chat
891	江山有奇峯，下一句。	poetry
892	朗讀遊子吟。	poetry
893	截癱吧	health
894	撥打電話給莊開森	telephone
895	五號特工組	video
896	你去哪用英文怎麼說	translation
897	我想今天新聞最近有什麼新的新聞？	news
898	大連天氣	weather
899	又熱炒雞蛋怎麼做？	cookbook
900	你叫什麼名字英文怎麼說	translation
901	趕緊推薦一部小說。	novel
902	打開節目搜索	video
903	魚香肉絲哦	cookbook
904	幫我搜一下中超3月份的對陣情況	match
905	現在星期幾	datetime
906	今天的新聞有什麼？	news
907	瀋陽喫什麼除了粘豆包烤冷麪燜子瀋陽喫什麼除了粘豆包烤冷麪燜子	chat
908	你可以做什麼	chat
909	多少月之後就是過年了	datetime
910	發燒好嗎？	health
911	呼叫零二二二九一一四八六	telephone
912	笨笨真的會聊天嗎	chat
913	請查詢豐城到南昌的火車列車列車時刻表	train
914	你知道什麼的什麼是什麼嗎	chat
915	你是啥啊	chat
916	幫我查下南京明天的天氣	weather
917	過油肉土豆片怎麼做？	cookbook
918	查一下沿途的科大訊飛	map
919	怎麼做炸雞	cookbook
920	教我怎麼做紅燒肉	cookbook
921	根號3是多少	calc
922	搞笑的鬼片	video
923	到環都大酒店怎麼走	map
924	說說嗎	chat
925	能告訴我你的性別麼	chat
926	妖精的尾巴	video
927	查詢上海到玉林的航班。	flight
928	打電話給奧巴馬	telephone
929	中國石化的股票是漲還是跌	stock
930	查看最近的日程	schedule
931	幫我來一首蘭陵王。	poetry
932	打開sky電話	app
933	海爾濱現在幾度！	chat
934	儋州到海口的航班	flight
935	咳嗽怎麼治？	health
936	嘉興糉子。	cookbook
937	誰在買扇子	chat
938	白麪粉可以怎樣做餅？	cookbook
939	椒鹽排骨怎麼做？你？	cookbook
940	打電話給胖頭	telephone
941	九江到景德鎮的汽車。	bus
942	藍精靈電影	video
943	明天有沒有洛陽到西安的高鐵	train
944	魚香肉絲，怎麼做？不？	cookbook
945	發信息給老媽說我在喫飯	message
946	幹嘛去	chat
947	查尋科大訊飛的股	stock
948	我要看現代重生小說	novel
949	x戰警第一部	video
950	如何治療龜頭炎。	health
951	上山居網	website
952	請幫我調頻89.6武漢交通廣播電臺	radio
953	我想看張藝謀導演的電影	video
954	4的2次方根	calc
955	搜搜一首毛澤東的詩。	poetry
956	你只會說這些嗎	chat
957	啥叫換手機如換衣服啊	chat
958	把淘寶網打開	website
959	豬舌頭怎麼做比較啊子？	cookbook
960	海星的做法。	cookbook
961	你妹叫傻傻麼	chat
962	打開杜鑫文的網站	website
963	15加上2的平方	calc
964	有你才幸福	video
965	我想聽情花開這首歌	music
966	給梁輝堅發短信	message
967	你知道誰是謝志偉嗎	chat
968	魔幻手機	video
969	揚州天氣	weather
970	四月六號南寧到上海的火車	train
971	紅燒排骨怎麼做？啊？	cookbook
972	搜索逃學威龍第二部	video
973	從新加坡花園怎麼去寧溪路	map
974	先鋒乒羽	tvchannel
975	老故事	tvchannel
976	陝西二套	tvchannel
977	你會唱歌麼	chat
978	你睡午覺嗎	chat
979	哪個倒黴孩子給你起這個名兒	chat
980	搜索中國移動股票	stock
981	呲牙你不是說你好聰明嗎	chat
982	我說不怎麼喜歡喫辣的	chat
983	傑瑞股份股價	stock
984	音樂播放器	app
985	幫我切換到湖南衛視	tvchannel
986	打開寬帶商務網站	website
987	羅山天氣	weather
988	幫我查一下臨海到上海的火車	train
989	查一下運城到臨汾的汽車。	bus
990	查詢濮耐股份的股票	stock
991	高清央視綜藝	tvchannel
992	發送短信給東莞李月華就說今天趕緊回來	message
993	一起聽聽新疆人民廣播電臺	radio
994	2013年的警匪電視劇	video
995	講個笑話嗎	chat
996	想去哪	chat
997	打開qq登陸到聊天模式	app
998	中超比賽，結果。	match
999	魚肉怎麼做？	cookbook
1000	恆大山東魯能比分是多少？	match
1001	來一首納蘭性德的詞。	poetry
1002	哪些臺在放電影	epg
1003	給我放首歌	music
1004	請翻譯蘋果	translation
1005	長了什麼?	chat
1006	請給我講一下今天的新聞吧！	news
1007	牛骨湯	cookbook
1008	找一下詹姆斯卡梅隆拍的電影	video
1009	查一下零零零八六八的股票行情	stock
1010	我人品好嗎	chat
1011	中央十一臺	tvchannel
1012	明早8:10叫醒我。	schedule
1013	給張金波發短消息今天中午一起喫飯	message
1014	進你的官網	website
1015	打開蘋果香港官方網站	website
1016	上一期雙色球開什麼	lottery
1017	我女兒想去哪裏	chat
1018	保定天氣	weather
1019	最近有什麼好看得	video
1020	你有喜歡的人嗎	chat
1021	幫我查一下明天南昌到廣州的飛機票	flight
1022	白切雞怎麼做啊？	cookbook
1023	北京財經	tvchannel
1024	北京臺有什麼好電視	epg
1025	我想看c c t v 一頻道	tvchannel
1026	麻辣串應該是四川的吧不是哈爾濱的哈爾濱應該喫的是不胖葫蘆吧對不對還是北京啊	chat
1027	查一首古詩，武林春。	poetry
1028	怎麼看見的不可能	chat
1029	永輝超市股份的價格	stock
1030	遠教四臺	tvchannel
1031	請幫我調頻106.1長沙音樂廣播電臺	radio
1032	哪裏可愛了	chat
1033	吉林到大連的車。	bus
1034	我想親親我的寶貝這首歌	music
1035	溫州到瑞昌的火車	train
1036	打電話到飛雲	telephone
1037	從威海到蘇州的飛機	flight
1038	撥打電話辦公吳菲	telephone
1039	查看一下天氣預報	weather
1040	山寨魚怎麼做？	cookbook
1041	最近有什麼好看電影了？	video
1042	幫我查一下合肥市三孝口在哪裏	map
1043	請念一首毛澤東詩詞。	poetry
1044	搜索蘭陵王。	poetry
1045	播放，青島中能的賽程。	match
1046	幫我查找一下今天晚上有什麼電視節目？	epg
1047	找找非誠勿擾什麼時候結束	epg
1048	播放最近的新聞。	news
1049	你能幫我寫作業嗎	chat
1050	做蛋撻怎麼做	cookbook
1051	我想看一下鳳凰網	website
1052	伊利股份	stock
1053	中國製用英文怎麼說	translation
1054	我想看變形金剛哦	video
1055	腿英文怎麼說	translation
1056	怎麼這麼多雞湯	chat
1057	從南京到亳州怎麼走	map
1058	哪裏有小貓	chat
1059	紅燒肉的做法，a。	cookbook
1060	電影院有什麼電影？	cinemas
1061	給劉西發短信	message
1062	有什麼重大新聞	news
1063	換江蘇衛視	tvchannel
1064	哪有雪	chat
1065	AXN	tvchannel
1066	麻煩您能否幫我調頻97.1漢中音樂廣播電臺	radio
1067	講個腦筋急轉彎，我，我格，你是誰？	riddle
1068	我想看電影超人	video
1069	我今天幫爺爺洗衣服的英文怎麼說	translation
1070	我想看一下科大訊飛的股票	stock
1071	爲什麼欺負你	chat
1072	去汽車南站怎麼走	map
1073	我正在睡覺用英語怎麼說	translation
1074	來一句唐詩唄！	poetry
1075	來個字謎我猜一下。	riddle
1076	查一下濟南到成都的航班	flight
1077	給蛋炒飯怎麼做？	cookbook
1078	臘魚。	cookbook
1079	安徽合力股票	stock
1080	上海東方衛視現在在播放什麼？	epg
1081	搜索湖南衛視直播。	epg
1082	3的平方除以2的立方的商的倒數	calc
1083	我想聽春天裏這首歌	music
1084	我想聽蔡依林的倒帶這首歌	music
1085	國防軍事頻道2天后播捍衛者	epg
1086	番紅燒肉的做法。	cookbook
1087	必須你說一句我說一句嗎	chat
1088	浙江臺	tvchannel
1089	新建聯繫人振華奎號碼是幺三五零八九四九三幺二	contacts
1090	我咋不知道這事兒呢啊明星啊之心知肚明啥意思	chat
1091	能不能看當前的中超聯賽	epg
1092	打電話給陳雷	telephone
1093	嗯，你來一首李白的詩詞，的。	poetry
1094	紅燒獅子頭怎麼做	cookbook
1095	123和34的和等於多少	calc
1096	歐陽震華的罪案電視劇	video
1097	廣州到南寧的火車	train
1098	愛我什麼	chat
1099	華晶小學在哪裏	map
1100	那你怎麼提高自己呀	chat
1101	你有妹子嗎	chat
1102	新建聯繫人買當嘮4008 517517	contacts
1103	哪去	chat
1104	哪個電視臺在放神鵰俠侶。	epg
1105	宿州到北京的火車有哪些	train
1106	包皮過長，怎麼辦？哦。	health
1107	愛什麼	chat
1108	你能幹什麼啊	chat
1109	一晚多少錢	chat
1110	我想看足球中超，第25輪的比賽時間。	match
1111	打電話給三路店	telephone
1112	鴿子，怎麼做最好喫？	cookbook
1113	看今天的新聞。	news
1114	今天是個好日子的英文怎麼講	translation
1115	你覺得腳踏兩隻船怎麼樣	chat
1116	都有啥啊	chat
1117	你是不是中文比較差	chat
1118	幫我算一算45的平方根	calc
1119	歧路兄弟	video
1120	八月十號從重慶到武漢的航班	flight
1121	鷹潭到景德鎮	map
1122	你這麼厲害呀	chat
1123	我是學渣嗎	chat
1124	湖裏公園在哪裏	map
1125	從我這裏到科大訊飛走高速路線	map
1126	牛肉的做法。	cookbook
1127	生活大爆炸	video
1128	把我打開UC瀏覽器	app
1129	打開珠江臺	tvchannel
1130	最新的新聞播報一下	news
1131	最近1周北京電視臺-4有轉播X女特工呢	epg
1132	請問意大利麪怎麼做	cookbook
1133	狐臭怎麼治？	health
1134	那我長什麼樣	chat
1135	讀句詩來聽聽。	poetry
1136	發信息給盛吉	message
1137	媽媽的花樣年華	video
1138	合肥百貨大樓在哪裏	map
1139	周慧的電話。	contacts
1140	楊冪演的恐怖片	video
1141	央視綜合頻道昨晚的節目單	epg
1142	13年孫紅雷演的片子	video
1143	忍者之路	video
1144	猜個謎語哦。	riddle
1145	回看烽火佳人回看安徽衛視烽火佳人	epg
1146	川崎玫瑰的製作方法	cookbook
1147	語音火鍋怎麼做啊？啊？	cookbook
1148	喜羊羊與灰太	video
1149	7月30號去深圳的航班。	flight
1150	不是我是說我給你猜個謎語吧！	riddle
1151	老朗誦首古詩。	poetry
1152	汕頭到重慶的航班	flight
1153	幫我購買2注大樂透的彩票	lottery
1154	你認識xx嗎	chat
1155	笨笨爲什麼不叫聰聰	chat
1156	這不是你的名字嗎😂	chat
1157	呼叫廣歲	telephone
1158	撥打陳艾電話	telephone
1159	爲啥要刷盤子呢	chat
1160	給我搜索腦筋急轉彎。	riddle
1161	播新聞，湖南新聞。	news
1162	百度百科	app
1163	幫我開捕魚達人	app
1164	杜雨萌學姐是誰	chat
1165	不多不要緊都會什麼	chat
1166	明天去桂林的航班。	flight
1167	哪裏	chat
1168	給小魚打電話	telephone
1169	新建聯繫人姓名張三號碼一二三四五六七八	contacts
1170	你說啥呢好惡心	chat
1171	做南瓜飯	cookbook
1172	合肥的大潤發在哪	map
1173	我們現在在什麼地方	map
1174	來首快樂崇拜	music
1175	土豆粉怎麼做？	cookbook
1176	回鍋肉做法。	cookbook
1177	臺中的天氣	weather
1178	美國最近有什麼新聞	news
1179	從二手車市場到八一廣場怎麼走	map
1180	我喜歡亞楠用英語怎麼說	translation
1181	包莖怎麼辦？	health
1182	訊飛科技股票價格	stock
1183	點播愛情買賣	music
1184	你喜歡吸毒嗎	chat
1185	麗水的天氣怎麼樣	weather
1186	安哥拉的英文是什麼	translation
1187	怎麼操作	chat
1188	腦筋急轉彎，孫。	riddle
1189	平陽怎麼走嗎	map
1190	湖南衛視放什麼節目？	epg
1191	菠蘿包怎麼做？	cookbook
1192	3的平方除以2的立方的商等於多少	calc
1193	豬肉灌湯包怎麼做？	cookbook
1194	你喜歡老師嗎	chat
1195	菠蘿咕老肉的做法	cookbook
1196	紅豆沙怎麼做？	cookbook
1197	家常涼菜怎麼做？	cookbook
1198	我想打電話給李四	telephone
1199	我昨天晚上的今日關注	epg
1200	古詩長恨歌。	poetry
1201	做紅燒魚的步驟。	cookbook
1202	對啊我也這麼覺得	chat
1203	發短信給上海浦東發展銀行　95528	message
1204	可樂雞翅怎麼做呀晚點告訴我。	cookbook
1205	劉三姐	video
1206	查看滁州到南京的火車票	train
1207	頸椎病用什麼藥物治療？	health
1208	昌魚的做法	cookbook
1209	今天有雨嗎	weather
1210	賽羅奧特曼	video
1211	請打開八六八四	website
1212	《武動乾坤》	novel
1213	幫我查一下深圳到桂林後天的機票	flight
1214	九月二十六號從深圳到寧波的航班	flight
1215	青陽天氣如何	weather
1216	你喜歡喫便便嗎	chat
1217	天氣南京	weather
1218	給萬結打電話	telephone
1219	給劉三發短信說我今天沒有空	message
1220	我在韓國你在哪裏	chat
1221	韓國電視連續劇老大	video
1222	BTV北京頻道打狗棍	epg
1223	藍鷹股票	stock
1224	蒽蒽江蘇衛視有什麼好節目嗎？	epg
1225	現在湖南衛視放什麼電視？	epg
1226	燒排骨湯需要什麼調料？	cookbook
1227	牀前明月光下一句是怎麼說	poetry
1228	正韻打開相機	app
1229	給小陽發短信	message
1230	這個沒什麼吧	chat
1231	請查詢天津市到哈爾濱的車。	bus
1232	幫我查一下今晚中年中央六臺放什麼電影？	epg
1233	惡念首唐詩。	poetry
1234	發短信給幺八六六七九零三五八零	message
1235	紅燒魚塊。	cookbook
1236	還是不用了吧	chat
1237	那就來一首李白的詩詞。	poetry
1238	2平方	calc
1239	南京火車站到南京農業大學	map
1240	沿途有沒有加油站	map
1241	你認識裘實麼	chat
1242	你是男是女還是人妖	chat
1243	我給你說個，我給你說個謎語你猜得出來嗎？	riddle
1244	江蘇陽光的股票怎麼樣了	stock
1245	來一首白居易的長恨歌	poetry
1246	科大訊飛昨日成交價	stock
1247	紅燒豬腳	cookbook
1248	我想知道環球影視明天播放什麼電影	cinemas
1249	是的咯還是笨笨最好	chat
1250	鞏捷甫是誰	chat
1251	啥婆豆腐的製作方法	cookbook
1252	豬肚雞怎麼做啊？	cookbook
1253	查詢後天成都到倫敦的航班	flight
1254	是不是有點長	chat
1255	我要看古言小說	novel
1256	中國教育電視臺三臺	tvchannel
1257	美國恐怖電影	video
1258	怎麼教你	chat
1259	搜索蜀道難。	poetry
1260	昨晚哪個頻道有張藝謀出演的電視劇	epg
1261	明天去蚌埠的車票	train
1262	明天去滁州的火車	train
1263	基尾蝦怎麼做？	cookbook
1264	風魔炒魚香肉絲。	cookbook
1265	草蝦尾怎樣做。	cookbook
1266	取消明天的鬧鐘	schedule
1267	5的平方與3的3次方的和是多少	calc
1268	查查一下連江到湛江的火車票	train
1269	你去過賭場嗎	chat
1270	能不能幫我接聽中廣流行網	radio
1271	哪天清明節	datetime
1272	給我打開百度網	website
1273	恆宇樂活魚怎麼做的好喫的回覆哦，你。	cookbook
1274	勝女的代價電視劇	video
1275	今天農曆是多少	datetime
1276	打打給胡磊	telephone
1277	打電話	telephone
1278	你會罵人麼	chat
1279	我想聽世上只有媽媽好這首歌。	music
1280	播放眼色	music
1281	發條短信給張亞東	message
1282	查找張偉軍	contacts
1283	賣啥呀	chat
1284	銀耳蓮子羹。	cookbook
1285	西紅柿炒雞蛋做法。	cookbook
1286	幫我發條短信吧	message
1287	嗯，知道紅燒肉怎麼做？	cookbook
1288	看千金歸來第五集	video
1289	魚香肉絲，怎麼做得？	cookbook
1290	天氣怎麼樣	chat
1291	明天的天氣	weather
1292	播放老婆最大。	music
1293	所以說李白的詩。	poetry
1294	哦我想看中央一臺	tvchannel
1295	大海個小河哪個大	chat
1296	背一首春曉	poetry
1297	新奧爾良烤翅的做法	cookbook
1298	看上週五的爸爸我去哪兒	video
1299	圖靈機器人也不知道是什麼耶	chat
1300	你怎麼樣會開心	chat
1301	你是不是看不懂啊	chat
1302	BTV生活節目選擇回放	epg
1303	最近有什麼新上映的電影啊？	cinemas
1304	查查13年的一站到底	epg
1305	給楊斌發短信	message
1306	我想聽莫失莫忘。	music
1307	廣州去昆明的火車	train
1308	哪個電視臺在演葉問。	epg
1309	要怎麼煮飯。	cookbook
1310	網上最火的小說有哪些	novel
1311	我想聽音樂忘情水。	music
1312	宮崎駿動畫電影	video
1313	晉江到武漢的航班	flight
1314	辣酸菜魚怎麼做了。	cookbook
1315	膽結石怎樣治療。	health
1316	把王建春的電話號碼發給張學政	message
1317	幫我調明天早上8:10的鬧鐘。	schedule
1318	來個腦筋急轉彎兒。	riddle
1319	東方臺	tvchannel
1320	請幫我調頻97.5湖南人民廣播電臺文藝臺	radio
1321	最近有什麼影片？	video
1322	我美麼	chat
1323	騰訊公司的股票	stock
1324	歐樹的葉子怎麼炒？	cookbook
1325	給我念首古詩。	poetry
1326	一個鬼子都不留	video
1327	查詢安陽到鄭州的動車	train
1328	來is，來一首採蓮。	poetry
1329	那中央六臺明天演什麼節目	epg
1330	鋼鐵俠三	video
1331	打個謎語吧！	riddle
1332	還能聊點啥呢	chat
1333	涼菜是怎麼做的？	cookbook
1334	你猜我幾歲了	chat
1335	當前不再呼叫英語怎麼說	translation
1336	我說白魚怎麼做	cookbook
1337	多推薦幾個吧	chat
1338	那你現在可以幹啥	chat
1339	查最近的電影。	video
1340	幫我訂一張杭州到上海的機票	flight
1341	今晚有什麼節目啊？	epg
1342	給金華打電話	telephone
1343	我要購買七樂彩	lottery
1344	提供一張大樂透	lottery
1345	你是不是愛上別人了	chat
1346	晚安的英語	translation
1347	那你給我背一首唐詩吧！	poetry
1348	太陽像個什麼	chat
1349	給黃尚君發短信	message
1350	週末去哪玩	chat
1351	我要看校園小說致我們終將逝去的青春	novel
1352	想做蛋糕。	cookbook
1353	幫我調明天8:10的鬧鐘。	schedule
1354	我問你怎麼走	chat
1355	你什麼時候死	chat
1356	今天的新聞，欲	news
1357	你有男朋友嗎	chat
1358	爆炒豬肝怎麼做？	cookbook
1359	放首陳奕迅的十年	music
1360	聚友網	website
1361	搜索電視劇插曲	music
1362	怎麼做飯好喫？	cookbook
1363	背誦一首唐詩	poetry
1364	武漢的明天天氣	weather
1365	情債	video
1366	我要看魔幻學院小說	novel
1367	搜索天氣	weather
1368	我要和妹妹睡覺英語怎麼說	translation
1369	黑菜扣肉的做法告訴我一下啊！	cookbook
1370	腦癱	health
1371	幫我打電話給港鐵輪	telephone
1372	愛在旅途	video
1373	現在有什麼好的電視劇。	epg
1374	現在看看有最新的新聞嗎？	news
1375	廈門到福建建陽的火車是幾點呢	train
1376	白帶異常。	health
1377	如果遇見狼呢小馬還會讓狼上車嗎	chat
1378	倉央嘉措的詩詞。	poetry
1379	那你夢想是什麼呢	chat
1380	給我查下明天凌晨在放媽媽來了	epg
1381	打開搜狐微博	app
1382	不蒸了牛肉丸	cookbook
1383	唐詩登高。	poetry
1384	查找電影	video
1385	查詢科大訊飛的股價	stock
1386	中央電視臺一套現在放什麼節目？	epg
1387	幫我查一下贛州的天氣明天呢	weather
1388	二月一日柳州的天氣	weather
1389	我要當八路軍	video
1390	酸菜魚怎麼做啊	cookbook
1391	睡覺用英文怎麼說	translation
1392	新建聯繫人天天	contacts
1393	給我打開mail	email
1394	明早8:10鬧鐘。	schedule
1395	45與53的差是多少	calc
1396	李白的靜夜思怎麼讀？	poetry
1397	今天有什麼新聞呢。	news
1398	學什麼	chat
1399	我看看現在的最新新聞是什麼？	news
1400	把在1607的會議修改到1608	schedule
1401	那就來一首李白的詩詞嗎？	poetry
1402	4乘6乘七再除以二	calc
1403	你萌嗎	chat
1404	很高興認識你英語怎麼說啊	translation
1405	你是講故事呢嗎你是報幕呢吧	chat
1406	打電話給my god	telephone
1407	把我打開淘寶的網頁	website
1408	滷豬蹄怎麼做？	cookbook
1409	土豆餅怎麼做啊？	cookbook
1410	文娛播報	video
1411	給我來首絕句。	poetry
1412	可是我不喜歡你了兩個億你你一點也不忙啥子	chat
1413	企鵝啥	chat
1414	烏鴉二電視沒	video
1415	在菏澤怎麼坐去北京的車。	bus
1416	家，背首沁園春雪。	poetry
1417	中國太保股票	stock
1418	不這樣稱呼你怎麼樣呢	chat
1419	時間現在的	datetime
1420	現在中央一臺在播什麼節目？	epg
1421	雄關漫道真如鐵下一句是什麼？	poetry
1422	幫我調到安徽衛視	tvchannel
1423	蛋糕可以做蛋糕嗎？	cookbook
1424	現在我也想上新浪網了	website
1425	你平時喫什麼	chat
1426	好無聊哇有什麼好看的電影	video
1427	打電話給大哥	telephone
1428	電視臺現在在播放什麼大陸動漫	epg
1429	火腿腸怎麼炒好喫	cookbook
1430	查詢宜春到南昌的火車列車時刻表	train
1431	我現在要發一條信息	message
1432	怎麼調用QA	chat
1433	你爸爸好嗎	chat
1434	查詢海螺水泥的股票	stock
1435	我想要轉發這封郵件	email
1436	跳的人我想要了嗎	chat
1437	那來個燈謎吧！	riddle
1438	鐵甲鋼拳	video
1439	買的什麼	chat
1440	你包郵嗎	chat
1441	有什麼新電影	video
1442	喜歡喫什麼	chat
1443	你都能回答我什麼問題	chat
1444	萬里鵬是誰	chat
1445	酷狗音樂盒	app
1446	你忍心嗎	chat
1447	讀一首唐詩。	poetry
1448	李瑞英主持的最新的新聞節目	video
1449	來一首聽你聽我	music
1450	最近有什麼新片子？	cinemas
1451	晚上好用英語怎麼說	translation
1452	冰糖葫蘆怎麼做？你？女子。	cookbook
1453	松江鋼材城在哪裏	map
1454	你能分析上下文嗎	chat
1455	智能手機英語怎麼說	translation
1456	什麼時候和張三去步行街	schedule
1457	你愛玩嗎那我也不要聽你話了嗎	chat
1458	有什麼好聽的歌	chat
1459	那你爸給我背一首唐詩了。	poetry
1460	龍巖新聞	news
1461	你說啥呢	chat
1462	唱一首兩隻蝴蝶。	music
1463	移動公司在哪裏呀	map
1464	炒雞蛋，需要，哪些材料？	cookbook
1465	你叫什麼名字翻譯一下	translation
1466	天空什麼顏色	chat
1467	你是不是啥	chat
1468	昨天晚上湖南衛視演什麼	epg
1469	幫我查一下洛陽到贛州的火車	train
1470	喂喂能聽我說話嗎	chat
1471	來一首唐詩嗎？	poetry
1472	九陰真經	website
1473	你能幹嘛？	chat
1474	給劉志發短信	message
1475	土豆燒肉。	cookbook
1476	廣東省英德在哪裏	map
1477	能介紹一下嗎	chat
1478	做糖醋排骨	cookbook
1479	水果沙拉怎麼做？	cookbook
1480	安陽到鄭州的火車	train
1481	訊飛語點我現在在哪裏	map
1482	安安昨天11:07的風華國樂	epg
1483	臭豆腐湯怎麼燒？	cookbook
1484	茶用英語怎麼說呀	translation
1485	鴕鳥第一件寶貝是什麼	chat
1486	打開搜狐網首頁	website
1487	我想聽首唐詩。	poetry
1488	給我來首好聽的音樂	music
1489	撥打幺零零八六一一	telephone
1490	翻譯牛	translation
1491	打開科大訊飛網站	website
1492	告訴我西安的位置	map
1493	今天有什麼軍事新聞	news
1494	我要點一首小星星	music
1495	科大訊飛在哪裏呀	map
1496	我要聽李白的詩。	poetry
1497	現在熱門的電視劇是什麼	epg
1498	你喜歡有錢人嗎	chat
1499	說一首唐詩吧！	poetry
1500	居然股份股票怎麼樣	stock
1501	招商銀行港股的股價	stock
1502	西昌到成都的航班	flight
1503	列車深圳到廣州	train
1504	喂喂那個我說想聽音樂呢	music
1505	寶寶你這是在賣萌嗎	chat
1506	青椒肉絲怎麼做怎麼炒？	cookbook
1507	發短信給姐姐說晚上一起吃麪條	message
1508	胃潰瘍。	health
1509	播放特種兵之利刃出鞘	video
1510	找下最近最熱播的電影。	cinemas
1511	查一下濟南到濰坊昌樂的火車	train
1512	哪個臺在放甄嬛	epg
1513	什麼時候去	chat
1514	啓動qq瀏覽器	app
1515	今晚什麼節目呀？	epg
1516	手抓餅的做法。	cookbook
1517	西紅柿炒蛋怎麼煮？	cookbook
1518	什麼電視臺什麼時間有轉播仁心解碼2	epg
1519	幫我查一下2013年2月8日開獎的15選5中獎號碼	lottery
1520	中超比賽時間多少啊？	match
1521	懷化喫什麼	chat
1522	烤肉串。	cookbook
1523	涼拌海蜇怎麼做好喫？	cookbook
1524	郭敬明的愛情小說《悲傷逆流成河》	novel
1525	發短信給幺五八三七五幺幺幺四幺	message
1526	螃蟹怎麼蒸？	cookbook
1527	看看今天有什麼好看的節目？	epg
1528	青魚的做法。	cookbook
1529	爲什麼叫這個名字	chat
1530	查一下澳門到吉隆坡的飛機	flight
1531	落花不是無情物的下一句是什麼？	poetry
1532	翻譯共產黨員	translation
1533	你竟然還知道什麼是罵人	chat
1534	恐龍用尾巴幹什麼	chat
1535	零七播報新聞。	news
1536	你會猜謎語嗎？	riddle
1537	那麼最近有什麼好電影呢？	video
1538	幫我找一找龍門飛甲	video
1539	自演藝，羊肉怎麼做？	cookbook
1540	去倫敦的航班	flight
1541	我要買彩票。	lottery
1542	看看鄭曉龍導演的甄嬛傳	video
1543	怎麼做滷豬腳	cookbook
1544	CCTV6電影高清	tvchannel
1545	罐燜牛肉怎麼做？	cookbook
1546	查一下上海到蘇州的火車票	train
1547	烤鴨，啊！	cookbook
1548	你會做菜嗎?	chat
1549	西紅柿用英語怎麼說	translation
1550	詩中共出現了幾種顏色	chat
1551	請播放一下舉起手來	video
1552	你讀幾年級了	chat
1553	腸易激綜合徵。	health
1554	我要全部回覆	email
1555	發燒。	health
1556	我想知道皮蛋瘦肉粥是怎麼做的	cookbook
1557	請幫我調頻89.7上虞人民廣播電臺	radio
1558	往火車北站怎麼走	map
1559	幹豆角怎麼燒？	cookbook
1560	你好我想看電影	video
1561	永高股份的股票	stock
1562	唱一下你是誰	chat
1563	把uc打開啊	app
1564	舒城的天氣	weather
1565	幫我查一下贛州到南昌的火車票	train
1566	愛笑會議室什麼時候播放	epg
1567	你酸辣土豆絲怎麼做？	cookbook
1568	給張張打電話	telephone
1569	去科大訊飛怎麼走	map
1570	炒豆腐。	cookbook
1571	人民公園在哪裏	map
1572	好今天天氣怎麼樣	weather
1573	潛山到福州的火車	train
1574	劉一佳是誰	chat
1575	我想聽歌曲傳奇	music
1576	查看大樂透玩法的開獎	lottery
1577	你告訴我爲什麼	chat
1578	這是啥	chat
1579	吉林電視臺	tvchannel
1580	到鼓樓怎麼走	map
1581	最新的熱門電影是什麼呀？	cinemas
1582	百大	stock
1583	播放最近新聞。	news
1584	呼叫鵬鵬	telephone
1585	央視綜合高清	tvchannel
1586	我沒去哪兒啊	chat
1587	通寶能源股票	stock
1588	杜甫的詩。	poetry
1589	我聽首歌	music
1590	看當前直播的比賽	epg
1591	調到新疆綜藝	tvchannel
1592	那你爲什麼不修	chat
1593	央視少兒頻道的節目的	epg
1594	下半年的電視劇	video
1595	你喜歡喫什麼呢	chat
